par_id,surface,start,end,wikidata,type,match,pattern
p2718_1,italia,1901,1907,Q38,LOC,exact,
p2731_2,Constantinopoli,404,419,Q16869,LOC,exact,
p2705_1,Italia,123,129,Q38,LOC,exact,
p2734_1,Europa latina,491,504,Q1064023,LOC,exact,
p2734_1,Italia,651,657,Q38,LOC,exact,
p2722_1,Parma,1364,1369,Q2683,LOC,exact,
p2881_1,Milano,196,202,Q490,LOC,exact,
p2881_1,Argo,291,295,Q189901,LOC,exact,
p2881_1,Italia,335,341,Q38,LOC,exact,
p2881_1,Sicilia,457,464,Q1460,LOC,exact,
p2809_1,Torino,1212,1218,Q495,LOC,exact,
p2869_1,Francia,2924,2931,Q142,LOC,exact,
p2869_1,Francia,3413,3420,Q142,LOC,exact,
p2882_1,Ispagna,1259,1266,Q29,LOC,exact,
p2884_1,Parma,510,515,Q2683,LOC,exact,
p2879_2,Italia,336,342,Q38,LOC,exact,
p2879_2,italia,1909,1915,Q38,LOC,exact,
p2914_1,Francia,1242,1249,Q142,LOC,exact,
p2977_1,Cremona,1060,1067,Q6231,LOC,exact,
p2977_1,Paris,1579,1584,Q90,LOC,exact,
