id,surface_form,start_pos,end_pos,type
https://digitalzibaldone.net/node/p2700_1,nazione,721,728,luogo
https://digitalzibaldone.net/node/p2700_1,Tiraboschi,1510,1520,persona
https://digitalzibaldone.net/node/p2700_1,Perticari,1530,1539,persona
https://digitalzibaldone.net/node/p2700_1,Dante,1553,1558,persona
https://digitalzibaldone.net/node/p2702_1,uomo,248,252,persona
https://digitalzibaldone.net/node/p2702_1,uomo,561,565,persona
https://digitalzibaldone.net/node/p2702_1,uomo,631,635,persona
https://digitalzibaldone.net/node/p2702_1,uomo,877,881,persona
https://digitalzibaldone.net/node/p2702_1,uomo,1065,1069,persona
https://digitalzibaldone.net/node/p2702_1,festa,1100,1105,luogo
https://digitalzibaldone.net/node/p2702_1,festa,1274,1279,luogo
https://digitalzibaldone.net/node/p2705_1,Italia,114,120,luogo
https://digitalzibaldone.net/node/p2705_1,Perticari,127,136,persona
https://digitalzibaldone.net/node/p2705_1,Dante,149,154,persona
https://digitalzibaldone.net/node/p2705_2,Perticari,33,42,persona
https://digitalzibaldone.net/node/p2705_3,filosofi,21,29,persona
https://digitalzibaldone.net/node/p2705_3,filosofi,1007,1015,persona
https://digitalzibaldone.net/node/p2708_1,Cartesio,0,8,persona
https://digitalzibaldone.net/node/p2708_1,peripatetici,34,46,persona
https://digitalzibaldone.net/node/p2708_1,Cartesio,171,179,persona
https://digitalzibaldone.net/node/p2708_1,edifizio,325,333,luogo
https://digitalzibaldone.net/node/p2708_1,Newton,426,432,persona
https://digitalzibaldone.net/node/p2708_1,scuole,486,492,luogo
https://digitalzibaldone.net/node/p2708_1,Platone,591,598,persona
https://digitalzibaldone.net/node/p2709_1,Cartesio,473,481,persona
https://digitalzibaldone.net/node/p2709_1,Newton,484,490,persona
https://digitalzibaldone.net/node/p2711_1,filosofi antichi,2,18,persona
https://digitalzibaldone.net/node/p2711_1,uomo,870,874,persona
https://digitalzibaldone.net/node/p2711_1,fanciullo,1244,1253,persona
https://digitalzibaldone.net/node/p2711_1,California,1276,1286,luogo
https://digitalzibaldone.net/node/p2712_1,sole,739,743,luogo
https://digitalzibaldone.net/node/p2712_1,filosofo,1915,1923,persona
https://digitalzibaldone.net/node/p2715_1,Perticari,0,9,persona
https://digitalzibaldone.net/node/p2715_2,Petrarca,89,97,persona
https://digitalzibaldone.net/node/p2715_2,Boccaccio,131,140,persona
https://digitalzibaldone.net/node/p2715_2,Dante,271,276,persona
https://digitalzibaldone.net/node/p2715_3,scrittore,979,988,persona
https://digitalzibaldone.net/node/p2715_3,scrittore,1197,1206,persona
https://digitalzibaldone.net/node/p2717_1,scrittore,220,229,persona
https://digitalzibaldone.net/node/p2717_1,Platone,271,278,persona
https://digitalzibaldone.net/node/p2717_1,Socrate,388,395,persona
https://digitalzibaldone.net/node/p2717_1,Platone,439,446,persona
https://digitalzibaldone.net/node/p2717_1,Lisia,505,510,persona
https://digitalzibaldone.net/node/p2717_1,Socrate,516,523,persona
https://digitalzibaldone.net/node/p2717_1,Platone,589,596,persona
https://digitalzibaldone.net/node/p2717_1,scrittore,1136,1145,persona
