par_id,surface,start,end,wikidata,type,match,pattern

p3005_1,Cang,170,174,Q442240,PER,levenshtein,Du Cange

p4125_10,Herodian,69,77,Q313056,PER,levenshtein,Erodiano

p4317_1,Napoli,1274,1280,Q2634,LOC,exact,

p4317_1,Troie,1487,1492,Q22647,LOC,exact,

p4317_1,Ionie,1601,1606,Q620874,LOC,exact,

p4317_1,Boccaccio,1007,1016,Q1402,PER,exact,

p4317_1,Demodoco,1884,1892,Q844808,PER,exact,

p4317_1,Erodoto,2718,2725,Q26825,PER,exact,

p4317_1,Femio,1877,1882,Q1235168,PER,exact,

p4317_1,Cristo,986,992,Q302,PER,exact,

p4317_1,Omero,2639,2644,Q6691,PER,exact,

p4317_1,Courier,2665,2672,Q1393399,PER,partial,Paul Louis Courier

p4317_1,Perticari,940,949,Q3769747,PER,partial,Giulio Perticari di Savignano

p4464_1,Lips.,138,143,Q2079,LOC,exact,

p4464_1,Lysis,7,12,Q720939,PER,levenshtein,Liside

p1109_2,Milano,149,155,Q490,LOC,exact,

p1109_2,Monti,60,65,Q723643,PER,partial,Vincenzo Monti

p1109_2,Monti,336,341,Q723643,PER,partial,Vincenzo Monti

p2427_1,Bossuet,418,425,Q294100,PER,exact,

p2717_1,Fedro,262,267,Q554535,PER,exact,

p2717_1,Fedro,398,403,Q554535,PER,exact,

p2717_1,Lisia,505,510,Q310164,PER,exact,

p2717_1,Platone,271,278,Q859,PER,exact,

p2717_1,Platone,439,446,Q859,PER,exact,

p2717_1,Platone,589,596,Q859,PER,exact,

p2717_1,Platone,1370,1377,Q859,PER,exact,

p2717_1,Socrate,388,395,Q913,PER,exact,

p2717_1,Socrate,516,523,Q913,PER,exact,

p3979_1,Ven.,447,451,Q641,LOC,exact,

p3979_1,Boccaccio,215,224,Q1402,PER,exact,

p3979_1,Petrarca,201,209,Q1401,PER,exact,

p3979_1,Speroni,431,438,Q352663,PER,partial,Sperone Speroni

p4020_2,Venezia,253,260,Q641,LOC,exact,

p4020_2,Londra,295,301,Q84,LOC,exact,

p4020_2,Voltaire,203,211,Q9068,PER,exact,

p489_2,Veientium,13,22,Q677935,LOC,exact,

p489_2,Veientium,581,590,Q677935,LOC,exact,

p489_2,Veii,856,860,Q677935,LOC,exact,

p489_2,Floro,0,5,Q316483,PER,exact,

p489_2,Floro,672,677,Q316483,PER,exact,

p489_2,Floro,981,986,Q316483,PER,exact,

p489_2,Spolia de Larte Tolumnio,196,220,Q385810,PER,partial,Lars Tolumnio

p2881_1,Milano,187,193,Q490,LOC,exact,

p2881_1,Argo,282,286,Q189901,LOC,exact,

p2881_1,Italia,326,332,Q38,LOC,exact,

p2881_1,Sicilia,448,455,Q1460,LOC,exact,

p2881_1,Dionigi d'Alicarnasso,44,65,Q26204,PER,exact,

p2881_1,Ellanico,237,245,Q504744,PER,exact,

p2881_1,Ercole,264,270,Q122248,PER,exact,

p2881_1,Ercole,469,475,Q122248,PER,exact,

p2881_1,Ercole,633,639,Q122248,PER,exact,

p2881_1,Ercole,860,866,Q122248,PER,exact,

p2881_1,Gerione,297,304,Q86805,PER,exact,

p2881_1,Pietro Giordani,75,90,Q1092339,PER,exact,

p2881_1,Giovanni Silvestri,199,217,Q16938780,PER,exact,

p2881_1,Dionigi,155,162,Q26204,PER,partial,Dionigi di Alicarnasso

p2881_1,Abate Mai,176,185,Q304825,PER,partial,Angelo Mai

p2881_1,Abate Giambattista Canova,120,145,Q3766747,PER,partial,Giovanni Battista Sartori Canova

p4341_3,de Féruss,993,1002,Q32376,PER,partial,André Étienne d’Audebert de Férussac

p2793_2,Coricio sofista,131,146,Q510659,PER,exact,

p2793_2,Plotino,2604,2611,Q134189,PER,exact,

p2793_2,Porfirio,2553,2561,Q203445,PER,exact,

p2793_2,Porphyrii,2656,2665,Q203445,PER,levenshtein,Porfirio

p4345_1,Graecia,1102,1109,Q11772,LOC,exact,

p4345_1,Chio,1475,1479,Q160483,LOC,exact,

p4345_1,Syracusas,1492,1501,Q13670,LOC,exact,

p4345_1,Grecia,2022,2028,Q11772,LOC,exact,

p4345_1,grecia,2541,2547,Q11772,LOC,exact,

p4345_1,Asia,2554,2558,Q48,LOC,exact,

p4345_1,Gallia,2566,2572,Q38060,LOC,exact,

p4345_1,Ateneo,2280,2286,Q294923,PER,exact,

p4345_1,Erodoto,529,536,Q26825,PER,exact,

p4345_1,Ipparco,1695,1702,Q435531,PER,exact,

p4345_1,Ipparco,1898,1905,Q435531,PER,exact,

p4345_1,Omero,1009,1014,Q6691,PER,exact,

p4345_1,Omero,1853,1858,Q6691,PER,exact,

p4345_1,Pericle,1396,1403,Q80398,PER,exact,

p4345_1,Pindaro,1453,1460,Q134929,PER,exact,

p4345_1,Pisistrato,1916,1926,Q242172,PER,exact,

p4345_1,Platone,1605,1612,Q859,PER,exact,

p4345_1,Senofonte,1644,1653,Q129772,PER,exact,

p4345_1,Socrate,1593,1600,Q913,PER,exact,

p4345_1,Casaubono,2267,2276,Q436002,PER,partial,Isacco Casaubono

p4345_1,Laerzio,458,465,Q59138,PER,partial,Diogene Laerzio

p4345_1,Teofr,2254,2259,Q160362,PER,levenshtein,Teofrasto

p4282_5,Recanati,113,121,Q83362,LOC,exact,

p4282_5,Dione Cass.,56,67,Q185223,PER,partial,Lucio Claudio Cassio Dione Cocceiano

p4282_5,Reimar,72,78,Q706888,PER,levenshtein,Reimarus

p2739_1,Rom.,220,224,Q220,LOC,exact,

p2739_1,Ennio,34,39,Q47130,PER,exact,

p2739_1,Mai,253,256,Q304825,PER,partial,Angelo Mai

p1066_1,Du Cange,392,400,Q442240,PER,exact,

p4126_5,Ricordano Malespini,24,43,Q3935110,PER,exact,

p4512_4,Alberti,97,104,Q3080944,PER,partial,François Alberti de Villeneuve

p4512_4,Alberti,163,170,Q3080944,PER,partial,François Alberti de Villeneuve

p101_1,Parigi,1545,1551,Q90,LOC,exact,

p101_1,Foscolo,237,244,Q166234,PER,exact,

p101_1,Staël Corinne liv,1495,1512,Q123041,PER,partial,Anne Louise Germaine de Staël

p101_1,Sterne,280,286,Q218960,PER,partial,Laurence Sterne

p4225_2,Tracia,98,104,Q41741,LOC,exact,

p4225_2,Etolia,451,457,Q26857,LOC,exact,

p4225_2,Misia,623,628,Q622319,LOC,exact,

p4225_2,India,786,791,Q668,LOC,exact,

p4225_2,Bologna,846,853,Q1891,LOC,exact,

p4225_2,Gesner,367,373,Q60116,PER,exact,

p3073_1,Alessandro Magno,0,16,Q8409,PER,exact,

p3073_1,Aristotile,45,55,Q868,PER,exact,

p2421_2,Termopile,263,272,Q194450,LOC,exact,

p2421_2,Leonida,226,233,Q44228,PER,exact,

p598_4,Sallustio,462,471,Q7170,PER,exact,

p598_4,Alfieri,193,200,Q296244,PER,partial,Vittorio Amedeo Alfieri

p3957_1,America,11,18,Q828,LOC,exact,

p3957_1,America,989,996,Q828,LOC,exact,

p3957_1,America,1089,1096,Q828,LOC,exact,

p3957_1,Messico,634,641,Q96,LOC,exact,

p3957_1,Messico,1598,1605,Q96,LOC,exact,

p3957_1,Perù,1016,1020,Q419,LOC,exact,

p3957_1,Cremona,1562,1569,Q6231,LOC,exact,

p3957_1,Algarotti,275,284,Q439081,PER,partial,Francesco Algarotti

p3957_1,Algarotti,1528,1537,Q439081,PER,partial,Francesco Algarotti

p4177_7,Bologna,1592,1599,Q1891,LOC,exact,

p4177_7,Filippo,1625,1632,Q43675,PER,exact,

p4177_7,Giacomo,1635,1642,Q3245490,PER,partial,San Giacomo il Minore

p1108_2,Catone,174,180,Q180081,PER,partial,Marco Porcio Catone Censore

p1108_2,Forcellini,500,510,Q550353,PER,partial,Egidio Forcellini

p1108_2,Forcellini,846,856,Q550353,PER,partial,Egidio Forcellini

p4373_2,Champollion-Figeac,520,538,Q545045,PER,exact,

p4157_3,Bologna,88,95,Q1891,LOC,exact,

p4157_3,S. F. Saverio,113,126,Q163900,PER,partial,San Francesco Saverio

p1552_2,Montesquieu,0,11,Q15975,PER,exact,

p4161_3,Bologna,176,183,Q1891,LOC,exact,

p4161_3,Gale,163,167,Q2424128,PER,partial,Thomas Gale

p3400_1,europa,431,437,Q46,LOC,exact,

p3400_1,Ossian,659,665,Q15837802,PER,exact,

p3400_1,Shakespeare,681,692,Q692,PER,exact,

p3400_1,Anna,363,367,Q119702,PER,partial,Anna di Gran Bretagna

p3400_1,Staël,1064,1069,Q123041,PER,partial,Anne Louise Germaine de Staël

p984_1,Jones,87,92,Q273969,PER,exact,

p4522_3,Alcuino,391,398,Q154332,PER,exact,

p4522_3,Beda,385,389,Q154938,PER,exact,

p4522_3,Boezio,347,353,Q102851,PER,exact,

p4522_3,Marziano Capella,367,383,Q348408,PER,exact,

p4522_3,Cassiodoro,355,365,Q192365,PER,exact,

p4342_1,europa,263,269,Q46,LOC,exact,

p4342_1,europa,1057,1063,Q46,LOC,exact,

p4342_1,Asiae,35,40,Q48,LOC,exact,

p4342_1,Asia,273,277,Q48,LOC,exact,

p4342_1,Asia,1013,1017,Q48,LOC,exact,

p4342_1,isola di Philae,389,404,Q245062,LOC,exact,

p4342_1,Égypte,646,652,Q11768,LOC,exact,

p4342_1,Affrica,1000,1007,Q15,LOC,exact,

p4342_1,Fir.,1210,1214,Q2044,LOC,exact,

p4342_1,Letronne,327,335,Q574368,PER,exact,

p4342_1,Letronne,708,716,Q574368,PER,exact,

p4342_1,Letronne,743,751,Q574368,PER,exact,

p4342_1,Letronne,1199,1207,Q574368,PER,exact,

p4342_1,Procopio,969,977,Q186153,PER,exact,

p4342_1,Berkel,1074,1080,Q21543057,PER,partial,Abraham van Berkel

p4342_1,de Féruss,428,437,Q32376,PER,partial,André Étienne d’Audebert de Férussac

p4342_1,M. Hamilton,566,577,Q15462,PER,partial,Sir William Hamilton

p4342_1,Virg,68,72,Q1398,PER,levenshtein,Virgilio

p1329_1,italia,48,54,Q38,LOC,exact,

p1329_1,italia,306,312,Q38,LOC,exact,

p1329_1,Lancetti,356,364,Q15710981,PER,partial,Vincenzo Lancetti

p1329_1,Monti,368,373,Q723643,PER,partial,Vincenzo Monti

p198_1,Correggio,7393,7402,Q8457,PER,exact,

p198_1,Montesquieu,0,11,Q15975,PER,exact,

p198_1,Montesquieu,779,790,Q15975,PER,exact,

p198_1,Montesquieu,1943,1954,Q15975,PER,exact,

p198_1,Montesquieu,2581,2592,Q15975,PER,exact,

p198_1,Montesquieu,4562,4573,Q15975,PER,exact,

p198_1,Montesquieu,5325,5336,Q15975,PER,exact,

p198_1,Montesquieu,7329,7340,Q15975,PER,exact,

p198_1,Raffaello,7381,7390,Q5597,PER,exact,

p198_1,Alfieri,3572,3579,Q296244,PER,partial,Vittorio Amedeo Alfieri

p198_1,Frugoni,4340,4347,Q2259161,PER,partial,Carlo Innocenzo Frugoni

p198_1,Marmontel,3343,3352,Q379923,PER,partial,Jean-François Marmontel

p4154_5,V. Forcellini,21,34,Q550353,PER,partial,Egidio Forcellini

p2995_1,Buommattei,405,415,Q3638052,PER,partial,Benedetto Buommattei

p345_1,Omero,79,84,Q6691,PER,exact,

p4431_2,Diodoro,112,119,Q171241,PER,exact,

p4431_2,Erodoto,78,85,Q26825,PER,exact,

p4431_2,Erodoto,174,181,Q26825,PER,exact,

p4431_2,Giuliano,14,22,Q33941,PER,partial,Flavio Claudio Giuliano

p4431_2,Strab.,88,94,Q45936,PER,levenshtein,Strabone

p477_1,Livio,106,111,Q2039,PER,exact,

