id,surface_form,start_pos,end_pos,type
p2504_1,Dante,827,832,PER
p2504_1,italia,1050,1056,LOC
p2504_1,Dante,1708,1713,PER
p2504_1,Omero,1846,1851,PER
p394_1,Adamo,444,449,PER
p394_1,Dio,749,752,PER
p394_1,Genesi,999,1005,PER
p394_1,Adamo,1048,1053,PER
p394_1,Dio,1197,1200,PER
p394_1,De ligno,1469,1477,PER
p394_1,Dio,1792,1795,PER
p394_1,Dio,2187,2190,PER
p394_1,Dio,2742,2745,PER
p394_1,Dio,3197,3200,PER
p394_1,Dio,3928,3931,PER
p394_1,Iddio,4484,4489,PER
p394_1,Adam,4496,4500,PER
p394_1,Dio,4764,4767,PER
p394_1,Eva,5041,5044,PER
p394_1,Mosaica,5320,5327,PER
p1234_1,Locke,778,783,PER
p1234_1,Tracy,785,790,PER
p2087_2,Staël,152,157,PER
p3284_1,Perticari,66,75,PER
p3284_1,fixus,464,469,PER
p169_1,Montesquieu,2015,2026,PER
p169_1,Male,2106,2110,PER
p4330_4,S. Lorenzo,768,778,PER
p4330_4,Firenze,780,787,LOC
p4397_2,Ione,280,284,PER
p4397_2,Steph.,301,307,PER
p4397_2,Athen,309,314,PER
p4397_2,Homerum,734,741,PER
p3062_2,V. Fedro,97,105,PER
p3062_2,Ovid,129,133,PER
p3062_2,Desbillons,175,185,PER
p3062_2,Manheim,187,194,PER
p3062_2,LIX.,204,208,PER
p4509_5,Ballonzare,0,10,PER
p4509_5,Alberti,27,34,PER
p4509_5,Bucacchiare,55,66,PER
p4509_5,Bucherare,68,77,PER
p4509_5,Fo,79,81,PER
p4509_5,Torreggiare,112,123,PER
p4509_5,Criailler,125,134,PER
p4509_5,Rimailler,136,145,PER
p3477_4,Monti,47,52,PER
p3477_4,Lord Byron,165,175,PER
p3477_4,Lord Byron,193,203,PER
p3477_4,Monti,269,274,PER
p3477_4,Lord Byron,341,351,PER
p3477_4,Lord Byron,574,584,PER
p3477_4,Lord Byron,618,628,PER
p3477_4,Monti,684,689,PER
p3477_4,Omero,788,793,PER
p3477_4,Virgilio,795,803,PER
p3477_4,Orazio,805,811,PER
p3477_4,Ovidio,813,819,PER
p3477_4,Dante,881,886,PER
p3477_4,Ariosto,888,895,PER
p3477_4,Lord Byron,934,944,PER
p3477_4,Monti,979,984,PER
p3477_4,Lord Byron,1219,1229,PER
p3477_4,Monti,1291,1296,PER
p3477_4,Monti,1483,1488,PER
p3477_4,Monti,1627,1632,PER
p3477_4,Bardo,1725,1730,PER
p2587_1,Spagnuolo,52,61,PER
p2587_1,Plauto,440,446,PER
p2587_1,V. du Cange,618,629,PER
p2587_1,Alberti Diz,654,665,PER
p2587_1,Terme,674,679,LOC
p4169_2,Negletto,0,8,PER
p4169_2,Calvus,37,43,PER
p4169_2,V. Monti,227,235,PER
p2715_2,Petrarca,89,97,PER
p2715_2,Boccaccio,131,140,PER
p2715_2,Perticari,147,156,PER
p2715_2,Dante,271,276,PER
p4002_1,S. Maxim,55,63,PER
p490_1,Talete,118,124,LOC
p490_1,Thalete,201,208,PER
p490_1,Platone,736,743,PER
p490_1,Teeteto,748,755,PER
p490_1,Lugduni,813,820,PER
p490_1,Laert.,847,853,PER
p490_1,Diogene Cinico,864,878,PER
p490_1,Diogene Cynico,1048,1062,PER
p3552_1,Dante,435,440,PER
p3552_1,S. Mich,670,677,PER
p1445_1,Thomas Essai sur les Eloges,129,156,PER
p1445_1,Meursio,210,217,PER
p1445_1,de Festis Graecorum,248,267,PER
p1987_1,Omero,282,287,PER
p2323_1,Dossuarius.,512,523,LOC
p2323_1,Vedilo,772,778,PER
p2323_1,V. Forcell,1300,1310,PER
p2323_1,Gloss,1314,1319,PER
p2323_1,V.,1368,1370,PER
p3074_2,Claudio Imp,28,39,PER
p3074_2,Gruter,99,105,PER
p3074_2,V. Forcell,154,164,PER
p3074_2,Pertaesus,166,175,PER
p3074_2,Distisus,177,185,PER
p3074_2,Fisus,187,192,PER
p3074_2,Conspiratus,254,265,PER
p3074_2,V. Forc,267,274,PER
p3074_2,Ulpiano,381,388,PER
p3074_2,Nuptus,390,396,PER
p3074_2,Falsus,403,409,PER
p4408_2,W. Schlegel,3,14,PER
p4408_2,Hector,182,188,PER
p4408_2,Dolonéide,231,240,PER
p4408_2,Constant,405,413,PER
p47_3,Celso,2273,2278,PER
p47_3,Plin,2341,2345,PER
p47_3,Oraz,2360,2364,PER
p3347_1,Germania,2549,2557,LOC
p3347_1,Lutero,2705,2711,PER
p3347_1,europa,3540,3546,LOC
p3347_1,Germania,3778,3786,LOC
p3347_1,Europa,3848,3854,LOC
p3347_1,San-Marino,3926,3936,LOC
p3347_1,Germania,3941,3949,LOC
p3347_1,Saxe,4058,4062,PER
p3347_1,Gotha,4063,4068,PER
p641_1,Lucrezio,580,588,PER
p641_1,Platone,827,834,PER
p641_1,Platone,1024,1031,PER
p641_1,V. il Laerz,1644,1655,PER
p641_1,Menag,1696,1701,PER
p641_1,Platone,1886,1893,PER
p4319_2,M. Müller,2111,2120,PER
p4319_2,D.-G.,3548,3553,PER
p4282_2,V. Forcellini,24,37,PER
p1464_2,Petrarca,1303,1311,PER
p294_1,Milano,366,372,LOC
p294_1,Lorenzo Sarno,446,459,PER
p294_1,Laonde,2778,2784,PER
p294_1,Orazio,4973,4979,PER
p294_1,V.,5597,5599,PER
p1052_1,Luigi,133,138,PER
p4245_5,Taranta,0,7,LOC
p4245_5,Speroni Dial,9,21,PER
p4245_5,Tarantola,48,57,PER
p4245_5,Tarantella,59,69,PER
p4245_5,Salvini,71,78,PER
p4245_5,Alberti,93,100,PER
p4245_5,Tarande,102,109,PER
p4245_5,Tarantolato,123,134,PER
p4245_5,V.,136,138,PER
p4490_2,Borghesi,582,590,PER
p4073_2,V. Lucian,166,175,PER
p651_1,Mme de Lambert,119,133,PER
p1487_1,Sulzer,328,334,PER
p3960_1,Maria Vergine Santissima,87,111,LOC
p983_3,S. Bartolomeo,57,70,PER
p4234_1,V. Maffei,68,77,PER
p4234_1,Rubbi,136,141,PER
p3761_3,V.,26,28,PER
p3761_3,Forcell,205,212,PER
p3761_3,Niebuhr,271,278,PER
p3761_3,Forcell,360,367,PER
p3761_3,Richelet,451,459,PER
p3761_3,Alberti,481,488,PER
p3761_3,Comte,754,759,PER
p4019_4,Piscium,187,194,PER
p4019_4,Archiloco,311,320,PER
p4019_4,Stobeo,326,332,PER
p3186_1,Ella,257,261,PER
p3186_1,Ella,427,431,PER
p3186_1,Virgilio,4994,5002,PER
p3186_1,Melisso,5044,5051,PER
p3186_1,Grammatico,5053,5063,PER
p3186_1,Mecenate,5076,5084,PER
p3186_1,Virgilio,5103,5111,PER
p3186_1,Forcell,5113,5120,PER
p3186_1,Melissus,5125,5133,LOC
p3186_1,Fabric.,5135,5142,PER
p3186_1,Alfieri,5722,5729,PER
p3186_1,G. G. Rousseau.,5745,5760,PER
p24_2,Filicaia,3,11,PER
p24_2,Vienna,831,837,LOC
p4073_1,Ferdinando il Cattolico,14,37,PER
p4073_1,Cambrai,75,82,LOC
p4073_1,Mori d'Affrica,202,216,PER
p4073_1,Gerusalemme,269,280,LOC
p4073_1,V. Guicc.,282,291,PER
p1717_1,Periandro,61,70,PER
p4224_1,Gale,165,169,PER
p4305_3,D'Alembert,172,182,PER
p3593_1,Ugone,283,288,PER
p3593_1,Goffredo,291,299,PER
p3593_1,Rinaldo,311,318,PER
p4483_3,Procopio,94,102,PER
p4483_3,Vedilo,158,164,PER
p4257_4,Undatus,0,7,PER
p4257_4,Segneri,91,98,PER
p4257_4,Alberti,145,152,PER
p4257_4,Ondoyer,155,162,PER
p4257_4,Ondulation,172,182,PER
p4014_5,V. lo Scapula,53,66,PER
p4014_5,V. Forcell.,286,297,PER
p111_1,Arriano,116,123,LOC
p4197_4,Rasitare,0,8,PER
p4197_4,Sueton,10,16,PER
p4197_4,Otho,18,22,PER
p364_1,Midleton,138,146,PER
p364_1,Middleton,148,157,PER
p124_1,Montesquieu,123,134,PER
p124_1,Omero,1245,1250,PER
p124_1,Omero,1370,1375,PER
p1010_2,Dolendum,275,283,PER
p1010_2,Andrès,293,299,PER
p1010_2,Andrès,690,696,PER
p1010_2,Andrès,1021,1027,PER
p4208_3,Conone,0,6,PER
p4208_3,Fozio,16,21,PER
p4208_3,Bibliot,23,30,PER
p4208_3,Tracia,102,108,LOC
p4208_3,Pallene,118,125,PER
p4208_3,Stefano Biz.,139,151,PER
p4208_3,Partenio,219,227,PER
p4208_3,Bolog.,257,263,PER
p2538_1,Petrarca,1407,1415,PER
p2538_1,Castelvetro,1693,1704,LOC
p2538_1,Caro,1722,1726,PER
p2538_1,Caro,1742,1746,PER
p246_3,Petrarca,759,767,PER
p591_1,Cicerone,168,176,PER
p4377_1,M. Marle,71,79,PER
p4377_1,Paris,102,107,LOC
p4377_1,Mars,1410,1414,PER
p4377_1,Firenze,1472,1479,LOC
p2012_1,Samuelis Aniensis Chronica,490,516,PER
p2012_1,Eusebio del Mai,524,539,PER
p2012_1,Mai,577,580,PER
p2012_1,Mai al Filone,629,642,PER
p2012_1,Malte,677,682,PER
p2012_1,Rome,709,713,LOC
p2012_1,Langue,735,741,PER
p109_4,Beccaria,26,34,PER
p109_4,Fenelon,1269,1276,PER
p109_4,Staël,1358,1363,PER
p109_4,Amyot,1634,1639,PER
p109_4,europa,1874,1880,LOC
p109_4,Fenelon,1909,1916,PER
p109_4,Algarotti Saggio,1941,1957,PER
p4197_7,Teodoro Gadareno,14,30,PER
p4197_7,Sueton,140,146,PER
p4197_7,Suetonio,159,167,PER
p4464_2,Callimaco,19,28,PER
p4464_2,Vedilo,122,128,PER
p4464_2,Orelli,134,140,PER
p4464_2,Menag,196,201,PER
p4464_2,Laert.,206,212,PER
p4464_2,Callimaco,234,243,PER
p4464_2,Teone,257,262,PER
p360_1,Corn,86,90,PER
p4312_2,P. Möller.,76,86,PER
p4312_2,Copenhague,101,111,PER
p4312_2,de Férussac,124,135,PER
p3980_1,Sancho,439,445,PER
p3980_1,D. Quijote,656,666,PER
p3980_1,Amberes,704,711,PER
p1477_1,Augusto,250,257,PER
p4302_4,Costanzo,25,33,PER
p4302_4,Napoli,51,57,LOC
p4302_4,Petrarca,102,110,PER
p4302_4,Napoli,133,139,LOC
p4302_4,Pisa,142,146,LOC
p4302_4,V. Crusca,182,191,PER
p4460_6,Dionisio d'Alicarnasso,14,36,PER
p3954_2,M. d'Alembert,130,143,PER
p3954_2,du Roi,157,163,PER
p3954_2,Maria Vergine Santissima,253,277,LOC
p4188_8,Casaub,182,188,PER
p4188_8,Athenae,193,200,LOC
p4188_8,Bologna,216,223,LOC
p2662_1,Roma,188,192,LOC
p86_1,Staël,8,13,PER
p86_1,Corinne,15,22,PER
p4082_4,Corticelli,64,74,PER
p4082_4,Gramm,95,100,PER
p4082_4,Toscana,102,109,LOC
p4346_1,Plato,604,609,PER
p4346_1,Phaedr,611,617,PER
p4346_1,Wolf,858,862,PER
p4157_3,Bologna,88,95,LOC
p4157_3,S. F. Saverio,113,126,PER
p4157_1,Enchirid,165,173,PER
p1055_2,Soave,128,133,PER
p1055_2,Locke,183,188,PER
p1055_2,Venezia,190,197,LOC
p3884_1,Prussia,240,247,LOC
p3884_1,Federico II,252,263,PER
p3884_1,Marchesa du Châtelet,269,289,PER
p3884_1,Rémusberg,294,303,PER
p3884_1,Frédéric II,346,357,PER
p3884_1,Roi de Prusse,359,372,PER
p3884_1,Federico,642,650,PER
p3884_1,Federico,829,837,PER
p3884_1,Dante,871,876,PER
p3884_1,Ariosto,934,941,PER
p3884_1,Petrarca,964,972,PER
p3884_1,Federico,1021,1029,PER
p4213_4,Agatarchide,35,46,PER
p4213_4,Stobeo,54,60,PER
p4213_4,Plutarco,83,91,PER
p4213_4,Plutarco,200,208,PER
p4213_4,Muzio Scevola,233,246,PER
p4213_4,Agatarchide Samio,255,272,PER
p501_2,Forcellini,147,157,PER
p501_2,Floro,159,164,PER
p501_2,Movent,216,222,PER
p501_2,Galli Senoni,254,266,PER
p501_2,Clusio,279,285,PER
p501_2,Romamque,287,295,PER
p501_2,Asia,402,406,LOC
p501_2,D. Julio,458,466,PER
p2677_1,Cartagine,688,697,LOC
p2677_1,Machiavello,1542,1553,LOC
p2677_1,Plutarco,1598,1606,PER
p2677_1,Marcello Adriani,1711,1727,PER
p2677_1,Demo,1859,1863,PER
p2677_1,Chio,1912,1916,LOC
p2677_1,Plutarco,2194,2202,PER
p2677_1,Onomademo,2390,2399,PER
p67_3,V. Roberti,8,18,PER
p2556_1,Crusca,283,289,PER
p2556_1,Dis...,1803,1809,LOC
p4229_4,Dio,2385,2388,PER
p4229_4,Loreto,2644,2650,LOC
p4229_4,Recanati,2658,2666,LOC
p3616_1,Omero,18,23,PER
