id,start_pos,end_pos,type,alias,wb_id,score
https://digitalzibaldone.net/node/p2700_1,1510,1520,PER,Girolamo Tiraboschi >> it,Q978614,-0.19910597801208496
https://digitalzibaldone.net/node/p2703_1,809,817,PER,César-Pierre Richelet >> de,Q1236889,-1.1138758659362793
https://digitalzibaldone.net/node/p2705_1,114,120,LOC,Italia >> it,Q38,-0.45504510402679443
https://digitalzibaldone.net/node/p2705_3,623,628,PER,Vincenzo Monti >> it,Q723643,-0.41297048330307007
https://digitalzibaldone.net/node/p2705_3,2172,2177,PER,John Locke >> it,Q9353,-0.17779910564422607
https://digitalzibaldone.net/node/p2708_1,0,8,PER,Cartesio >> it,Q9191,-0.21370309591293335
https://digitalzibaldone.net/node/p2708_1,171,179,PER,Cartesio >> it,Q9191,-0.2032938152551651
https://digitalzibaldone.net/node/p2708_1,426,432,PER,Isaac Newton >> it,Q935,-0.17528018355369568
https://digitalzibaldone.net/node/p2708_1,591,598,PER,Platone >> it,Q859,-0.1718893200159073
https://digitalzibaldone.net/node/p2709_1,473,481,PER,Cartesio >> it,Q9191,-0.19149784743785858
https://digitalzibaldone.net/node/p2709_1,484,490,PER,Isaac Newton >> it,Q935,-0.16949240863323212
https://digitalzibaldone.net/node/p2709_1,1309,1316,PER,Christoph Martin Wieland >> it,Q154010,-0.19012470543384552
https://digitalzibaldone.net/node/p2711_1,1276,1286,LOC,California >> it,Q99,-0.18776223063468933
https://digitalzibaldone.net/node/p2715_2,89,97,PER,Francesco Petrarca >> it,Q1401,-0.1453193575143814
https://digitalzibaldone.net/node/p2715_2,131,140,PER,Giovanni Boccaccio >> it,Q1402,-0.11557751893997192
https://digitalzibaldone.net/node/p2717_1,271,278,PER,Platone >> it,Q859,-0.18837617337703705
https://digitalzibaldone.net/node/p2717_1,439,446,PER,Platone >> it,Q859,-0.19255214929580688
https://digitalzibaldone.net/node/p2717_1,589,596,PER,Platone >> it,Q859,-0.19264428317546844
https://digitalzibaldone.net/node/p2717_1,1370,1377,PER,Platone >> it,Q859,-0.17266269028186798
https://digitalzibaldone.net/node/p2717_1,388,395,PER,Socrate >> it,Q913,-0.18663617968559265
https://digitalzibaldone.net/node/p2717_1,516,523,PER,Socrate >> it,Q913,-0.19419872760772705
https://digitalzibaldone.net/node/p2717_1,505,510,PER,Lisia >> it,Q310164,-0.20197202265262604
https://digitalzibaldone.net/node/p2717_1,757,765,WORK,Dialoghi platonici >> it,Q3026037,-0.034924671053886414
https://digitalzibaldone.net/node/p2718_1,1892,1898,LOC,Italia >> it,Q38,-0.361524760723114
https://digitalzibaldone.net/node/p2721_3,0,10,PER,Aristotele >> it,Q868,-0.1414465606212616
https://digitalzibaldone.net/node/p2721_4,215,223,PER,Marco Tullio Cicerone >> it,Q1541,-0.12237773090600967
https://digitalzibaldone.net/node/p2721_4,224,234,WORK,De finibus bonorum et malorum >> it,Q1180629,-0.09939880669116974
https://digitalzibaldone.net/node/p2722_1,1355,1360,LOC,Parma >> it,Q2683,-0.14047186076641083
https://digitalzibaldone.net/node/p2722_1,868,874,PER,Quinto Orazio Flacco >> it,Q6197,-0.01085197925567627
https://digitalzibaldone.net/node/p2723_1,272,277,PER,Pietro Bembo >> it,Q334188,-0.14717569947242737
https://digitalzibaldone.net/node/p2723_1,395,403,PER,Francesco Petrarca >> it,Q1401,-0.13719768822193146
https://digitalzibaldone.net/node/p2723_1,414,423,PER,Giovanni Boccaccio >> it,Q1402,-0.12908728420734406
https://digitalzibaldone.net/node/p2723_1,464,472,PER,Marco Tullio Cicerone >> it,Q1541,-0.13424289226531982
https://digitalzibaldone.net/node/p2723_1,477,483,PER,Quinto Orazio Flacco >> it,Q6197,-0.4373977780342102
https://digitalzibaldone.net/node/p2727_1,432,440,PER,Marco Tullio Cicerone >> it,Q1541,-0.13612103462219238
https://digitalzibaldone.net/node/p2728_1,532,539,PER,Platone >> it,Q859,-0.17231197655200958
https://digitalzibaldone.net/node/p2728_1,603,613,PER,Aristotele >> it,Q868,-0.1479971706867218
https://digitalzibaldone.net/node/p2728_1,619,628,PER,Teofrasto >> it,Q160362,-0.17876935005187988
https://digitalzibaldone.net/node/p2728_1,1223,1228,PER,Aulo Cornelio Celso >> it,Q312420,-0.43742212653160095
https://digitalzibaldone.net/node/p2728_1,1439,1444,PER,Aulo Cornelio Celso >> it,Q312420,-0.4062283933162689
https://digitalzibaldone.net/node/p2728_1,1354,1363,PER,Ippocrate >> it,Q5264,-0.21355554461479187
https://digitalzibaldone.net/node/p2728_1,1500,1506,PER,Plinio il Vecchio >> it,Q82778,-0.14165371656417847
https://digitalzibaldone.net/node/p2728_1,1621,1627,PER,Gaio Giulio Solino >> it,Q520487,0.1907537281513214
https://digitalzibaldone.net/node/p2728_1,1629,1636,PER,Marco Terenzio Varrone >> it,Q206119,-0.17799636721611023
https://digitalzibaldone.net/node/p2728_1,1638,1645,PER,Publio Vegezio Renato >> it,Q4298,-0.08016978204250336
https://digitalzibaldone.net/node/p2728_1,1671,1678,PER,Galileo Galilei >> it,Q307,-0.13714340329170227
https://digitalzibaldone.net/node/p2728_1,1766,1774,PER,Pietro Giordani >> it,Q1092339,-0.654239296913147
https://digitalzibaldone.net/node/p2728_1,1812,1818,PER,Georges-Louis Leclerc de Buffon >> it,Q229264,-0.060625940561294556
https://digitalzibaldone.net/node/p2728_1,2656,2662,PER,Georges-Louis Leclerc de Buffon >> it,Q229264,-0.039301857352256775
https://digitalzibaldone.net/node/p2728_1,3153,3159,PER,Georges-Louis Leclerc de Buffon >> it,Q229264,-0.03221745789051056
https://digitalzibaldone.net/node/p2728_1,2201,2207,PER,Jean Sylvain Bailly >> it,Q1685301,-0.20221492648124695
https://digitalzibaldone.net/node/p2731_1,787,793,PER,Georges-Louis Leclerc de Buffon >> it,Q229264,-0.058987513184547424
https://digitalzibaldone.net/node/p2731_2,395,410,LOC,Costantinopoli >> it,Q16869,-0.08581089973449707
https://digitalzibaldone.net/node/p2731_2,493,499,LOC,Impero romano >> it,Q2277,-0.27513033151626587
https://digitalzibaldone.net/node/p2731_2,1569,1575,LOC,Antica Grecia >> it,Q11772,-0.9229841232299805
https://digitalzibaldone.net/node/p2731_2,1879,1885,LOC,Antica Grecia >> it,Q11772,-0.9357521533966064
https://digitalzibaldone.net/node/p2731_2,147,153,PER,Publio Cornelio Tacito >> it,Q2161,-0.00475899875164032
https://digitalzibaldone.net/node/p2731_2,176,186,PER,Vespasiano >> it,Q1419,-0.22919340431690216
https://digitalzibaldone.net/node/p2731_2,503,513,PER,Vespasiano >> it,Q1419,-0.21400943398475647
https://digitalzibaldone.net/node/p2731_2,322,329,PER,Appiano di Alessandria >> it,Q190368,-0.6495716571807861
https://digitalzibaldone.net/node/p2731_2,331,336,PER,Cassio Dione >> it,Q185223,-0.4699338674545288
https://digitalzibaldone.net/node/p2731_2,338,346,PER,Erodiano >> it,Q313056,-0.2084859162569046
https://digitalzibaldone.net/node/p2731_2,429,437,PER,Procopio di Cesarea >> it,Q186153,-0.21205316483974457
https://digitalzibaldone.net/node/p2731_2,439,445,PER,Agazia >> it,Q233136,-0.24178621172904968
https://digitalzibaldone.net/node/p2731_2,447,453,PER,Zosimo (storico) >> it,Q226858,-0.26398327946662903
https://digitalzibaldone.net/node/p2731_2,679,686,PER,Ammiano Marcellino >> it,Q172198,-0.2968768775463104
https://digitalzibaldone.net/node/p2731_2,720,726,PER,Paolo Orosio >> it,Q311456,-0.011738449335098267
https://digitalzibaldone.net/node/p2731_2,952,959,PER,Erodoto >> it,Q26825,-0.20146581530570984
https://digitalzibaldone.net/node/p2734_1,363,367,LOC,Padova >> it,Q617,-1.7745561599731445
https://digitalzibaldone.net/node/p2734_1,482,495,LOC,Europa latina >> it,Q1064023,-0.3960890471935272
https://digitalzibaldone.net/node/p2734_1,642,648,LOC,Italia >> it,Q38,-0.3020613193511963
https://digitalzibaldone.net/node/p2734_1,792,799,LOC,Oriente >> it,Q205653,-0.3697364628314972
https://digitalzibaldone.net/node/p2734_1,832,839,LOC,Oriente >> it,Q205653,-0.3787228465080261
https://digitalzibaldone.net/node/p2734_1,893,899,LOC,Antica Grecia >> it,Q11772,-1.2380253076553345
