par_id,surface,start,end,identifier,type,match,pattern
https://digitalzibaldone.net/node/p2703_1,Richelet,809,817,Q1236889,PER,exact,
https://digitalzibaldone.net/node/p2705_3,Perticari,589,598,Q3769747,PER,exact,
https://digitalzibaldone.net/node/p2705_3,Monti,623,628,Q723643,PER,exact,
https://digitalzibaldone.net/node/p2705_3,Locke,2172,2177,Q9353,PER,exact,
https://digitalzibaldone.net/node/p2709_1,Cartesio,473,481,Q9191,PER,exact,
https://digitalzibaldone.net/node/p2709_1,Newton,484,490,Q935,PER,exact,
https://digitalzibaldone.net/node/p2709_1,Wieland,1309,1316,Q154010,PER,exact,
https://digitalzibaldone.net/node/p2715_2,Perticari,147,156,Q3769747,PER,exact,
https://digitalzibaldone.net/node/p2722_1,Abate Colombo,1175,1188,Q19357820,PER,exact,
https://digitalzibaldone.net/node/p2722_1,Abate Colombo,1339,1352,Q19357820,PER,exact,
https://digitalzibaldone.net/node/p2722_1,Giuseppe Paganino,1365,1382,viaf304943320,PER,exact,
https://digitalzibaldone.net/node/p2723_1,Petrarca,395,403,Q1401,PER,exact,
https://digitalzibaldone.net/node/p2723_1,Boccaccio,414,423,Q1402,PER,exact,
https://digitalzibaldone.net/node/p2728_1,Platone,532,539,Q859,PER,exact,
https://digitalzibaldone.net/node/p2728_1,Aristotele,603,613,Q868,PER,exact,
https://digitalzibaldone.net/node/p2728_1,Teofrasto,619,628,Q160362,PER,exact,
https://digitalzibaldone.net/node/p2731_1,Buffon,787,793,Q229264,PER,exact,
https://digitalzibaldone.net/node/p2731_2,Vespasiano,176,186,Q1419,PER,exact,
https://digitalzibaldone.net/node/p2731_2,Vespasiano,503,513,Q1419,PER,exact,
https://digitalzibaldone.net/node/p2731_2,Ammiano,679,686,Q172198,PER,exact,
https://digitalzibaldone.net/node/p2731_2,Erodoto,952,959,Q26825,PER,exact,
https://digitalzibaldone.net/node/p2734_1,Maffei,314,320,Q1587432,PER,exact,
https://digitalzibaldone.net/node/p2734_1,S. Atanas.,340,350,Q44024,PER,exact,
https://digitalzibaldone.net/node/p2734_1,Africano,396,404,Q317014,PER,exact,
https://digitalzibaldone.net/node/p2734_1,Eusebio,409,416,Q142999,PER,exact,
https://digitalzibaldone.net/node/p2734_1,Prospero,578,586,Q454652,PER,exact,
https://digitalzibaldone.net/node/p2734_1,Isidoro,588,595,Q166876,PER,exact,
https://digitalzibaldone.net/node/p2734_1,Omero,722,727,Q6691,PER,exact,
https://digitalzibaldone.net/node/p2734_1,Menandro,732,740,Q118992,PER,exact,
https://digitalzibaldone.net/node/p2734_1,Samuele Aniese,959,973,Q3036364,PER,exact,
https://digitalzibaldone.net/node/p2740_1,Imperatore Claudio,459,477,Q1411,PER,exact,
https://digitalzibaldone.net/node/p2757_2,Bartoli,543,550,Q2283604,PER,exact,
https://digitalzibaldone.net/node/p2757_2,Virgilio,846,854,Q1398,PER,exact,
https://digitalzibaldone.net/node/p2759_2,Achille,487,494,Q41746,PER,exact,
https://digitalzibaldone.net/node/p2759_2,Enea,508,512,Q82732,PER,exact,
https://digitalzibaldone.net/node/p2759_2,Enea,564,568,Q82732,PER,exact,
https://digitalzibaldone.net/node/p2759_2,Magone,583,589,person020,PER,exact,
https://digitalzibaldone.net/node/p2759_2,Pallante,734,742,Q2048018,PER,exact,
https://digitalzibaldone.net/node/p2759_2,Rutuli,765,771,Q579014,PER,exact,
https://digitalzibaldone.net/node/p2767_1,Patroclo,553,561,Q186271,PER,exact,
https://digitalzibaldone.net/node/p2767_1,Giove,813,818,Q4649,PER,exact,
https://digitalzibaldone.net/node/p2771_1,Caro,241,245,Q566851,PER,exact,
https://digitalzibaldone.net/node/p2774_1,Gell.,634,639,Q294800,PER,exact,
https://digitalzibaldone.net/node/p2775_1,Scapula,734,741,Q3179685,PER,exact,
https://digitalzibaldone.net/node/p2775_1,Schrevel,819,827,Q377100,PER,exact,
https://digitalzibaldone.net/node/p2776_1,Scap.,849,854,Q3179685,PER,exact,
https://digitalzibaldone.net/node/p2778_1,Ammon.,1690,1696,Q695923,PER,exact,
https://digitalzibaldone.net/node/p2778_1,Plat.,1742,1747,Q859,PER,exact,
https://digitalzibaldone.net/node/p2778_1,Demost.,1753,1760,Q117253,PER,exact,
https://digitalzibaldone.net/node/p2783_1,Perticari,736,745,Q3769747,PER,exact,
https://digitalzibaldone.net/node/p2786_1,Schrevel,536,544,Q377100,PER,exact,
https://digitalzibaldone.net/node/p2788_1,Tusano,359,365,Q21543031,PER,exact,
https://digitalzibaldone.net/node/p2788_1,Sofocle,1414,1421,Q7235,PER,exact,
https://digitalzibaldone.net/node/p2790_1,Harpalice,55,64,Q2446159,PER,exact,
https://digitalzibaldone.net/node/p2790_1,Esiodo,509,515,Q44233,PER,exact,
https://digitalzibaldone.net/node/p2790_1,Omero,1219,1224,Q6691,PER,exact,
https://digitalzibaldone.net/node/p2790_1,Dante,1264,1269,Q1067,PER,exact,
https://digitalzibaldone.net/node/p2790_1,Monti,1290,1295,Q723643,PER,exact,
https://digitalzibaldone.net/node/p2792_1,Luciano,861,868,Q177847,PER,exact,
https://digitalzibaldone.net/node/p2796_1,Χορικίου Σοϕιστοῦ,467,484,Q510659,PER,exact,
https://digitalzibaldone.net/node/p2796_1,Procopium,543,552,Q557776,PER,exact,
https://digitalzibaldone.net/node/p2799_1,Io. Northi,579,589,person027,PER,exact,
