par_id,surface,start,end,identifier,type,match,pattern
https://digitalzibaldone.net/node/p2731_2,impero,493,499,Q2277,LOC,exact,
https://digitalzibaldone.net/node/p2731_2,impero,2104,2110,Q2277,LOC,exact,
https://digitalzibaldone.net/node/p2757_1,Venet.,282,288,Q641,LOC,exact,
https://digitalzibaldone.net/node/p2757_1,Romae,513,518,Q220,LOC,exact,
https://digitalzibaldone.net/node/p2809_1,Torino,1203,1209,Q495,LOC,exact,
https://digitalzibaldone.net/node/p2809_1,Venez.,1349,1355,Q641,LOC,exact,
https://digitalzibaldone.net/node/p2809_1,Venez.,1530,1536,Q641,LOC,exact,
https://digitalzibaldone.net/node/p2869_1,Francia,2915,2922,Q142,LOC,exact,
https://digitalzibaldone.net/node/p2869_1,Francia,3404,3411,Q142,LOC,exact,
https://digitalzibaldone.net/node/p2869_1,Provenza,2982,2990,Q101081,LOC,exact,
https://digitalzibaldone.net/node/p2876_2,Rom.,2901,2905,Q220,LOC,exact,
https://digitalzibaldone.net/node/p2879_2,Italia,327,333,Q38,LOC,exact,
https://digitalzibaldone.net/node/p2881_1,Milano,187,193,Q490,LOC,exact,
https://digitalzibaldone.net/node/p2881_1,Argo,282,286,Q189901,LOC,exact,
https://digitalzibaldone.net/node/p2881_1,Italia,326,332,Q38,LOC,exact,
https://digitalzibaldone.net/node/p2881_1,Sicilia,448,455,Q1460,LOC,exact,
https://digitalzibaldone.net/node/p2977_1,Cremona,1051,1058,Q6231,LOC,exact,
