id,text
p2717_1,"[2717,1] Chi vuol vedere un piccolo esempio della infinita varietà della lingua greca, e come ella sia innanzi un aggregato di più lingue che una lingua sola, secondo che ho detto altrove pp. 2060-62 e vuol vederlo in uno stesso scrittore e in uno stesso libro; legga il Fedro di Platone. Nel quale troverà, non dico tre stili, ma tre vere lingue, l'una nelle parole che compongono il Dialogo tra Socrate e Fedro, la quale è la solita e propria di Platone, l'altra nelle due orazioni contro l'amore, in persona di Lisia e di Socrate; la terza nell'orazione di questo in lode dell'amore. Perciocchè Platone in queste orazioni adopra e vocaboli e frasi e costrutti ﻿ 2718 notabilissimamente e visibilmente diversi da quelli che compongono la lingua ordinaria de' suoi Dialoghi, sebbene in questi egli tratta bene spesso le medesime o simili materie a quelle delle tre suddette orazioni, massime dell'ultima. E i vocaboli, le frasi i costrutti dell'ultima orazione (di stile tutta poetica, ma non perciò tumida o esagerata o eccessiva o tale che non sia vera prosa) sono pure diversissimi da quelli delle altre due. Nè in veruna di queste {tre} lo scrittore fa forza alla lingua, o dimostra affettazione, come fecero poi quei greci più recenti che si scostarono dalla maniera propria per seguire e imitare l'altrui. Ma certo chi non conoscesse altra lingua greca che la consueta di Platone, non senza una certa difficoltà potrebbe intendere quelle tre orazioni. (23. Maggio. 1823.)."
p2793_2,"[2793,2] Gli scrittori greci de' secoli medii e bassi, cioè dal terzo inclusive in poi, sono pieni d'improprietà di lingua (com'è quella di Coricio sofista del sesto secolo nell'Orazione εἰς Σοῦμμον στρατηλάτην in Summum ducem, §. 11. ap. Fabric. B. G. edit. vet. vol. 8. p. 869. lib. 5. cap. 31. di usare la voce δικαστής in vece di κριτής o di μάρτυς), pieni di frasi strane quanto alla lingua, pieni di solecismi, e di mille contravvenzioni alle antiche regole della sintassi e grammatica greca, ma non hanno barbarismi. La loro lingua per tutto ciò che appartiene all'eleganza, è diversissima da quella degli antichi scrittori: ma per tutto il resto è la stessa. Si può dir ch'essi ignorino il buon uso della lingua che scrivono, che non la sappiano adoperare; ma la lingua che scrivono è quella degli antichi: quella che gli antichi scrissero ﻿ 2794 bene, essi la scrivono male. Molte {loro} parole che non si trovano negli antichi, sono però cavate dal fondo della lingua greca o per derivazione o per composizione ec.; rade volte ripugnano all'indole d'essa lingua, e per esser chiamate buone, greche, pure e di buona lega, non manca loro se non la sanzione dell'antichità. In somma il grecismo di questi scrittori è per lo più cattivo o pessimo, ma la loro lingua è pura. Le voci e frasi poetiche versate a due mani nelle prose, le voci o frasi antiquate, le metafore o strane affatto e barbare, o poetiche, non offendono la purità della lingua, ed appartengono piuttosto al conto dello stile. Il periodo di questi scrittori, il giro della dicitura, per lo più rotto, slegato, saltellante, ineguale, ovvero intralciato, duro, aspro, monotono, e lontanissimo dalla semplicità e dalla maestà dell'antica elocuzione greca, appartiene certo in gran parte alla lingua, al cui genio è contrarissima la struttura dell'orazione di quei bassi scrittori, ma non nuoce alla purità. Il numero e l'armonia è diversissimo ﻿ 2795 in questi scrittori da quel ch'egli è negli antichi, ma ciò non solo per la negligenza di quelli, bensì ancora per la diversa pronunzia introdotta appoco appoco nella lingua greca, massimamente estendendosi ella a tanti e sì diversi e tra se lontani paesi, e subentrando a sì diverse favelle, o prendendo luogo accanto ad esse e in compagnia di esse, o in mezzo ad esse: giacchè bisogna considerare che la più parte degli scrittori greci dal 3. secolo in poi, non furono greci di nazione, o certo non furono greci di paese, ma Asiatici ec., e greci solamente di lingua, e questo ancora non sempre dalla nascita, ma per istudio, come p. e. Porfirio, della cui lingua patria, vedi la Vita di Plotino, capo 17. e l'Holstenio de Vita et scriptis Porphyrii cap. 2. (17. Giugno. 1823.). {V. p. 2827.}"
p2739_1,"[2739,1] Opra sincope di opera si trova in Ennio (ap. Forcell. v. opera, fin.), come nei nostri poeti opra e ﻿ 2740 oprare e adoprare ec. Tan alla spagnuola per tam nel cod. antichissimo di Cic., de Repub. l. 1. c. 9. p. 26. ed. Rom. 1822. dove vedi la nota del Mai. (3 Giugno. 1823.)."
p2740_1,"[2740,1] Per esempio d'uno dei tanti modi in cui gli alfabeti, ch'io dico esser derivati tutti o quasi tutti da un solo, si moltiplicarono e diversificarono dall'alfabeto originale, secondo le lingue a cui furono applicati, può servire il seguente. Nell'alfabeto fenicio, ebraico, samaritano ec. dal quale provenne l'alfabeto greco, non si trova il ψ, carattere inutile perchè rappresenta due lettere; inventato, secondo Plinio, da Simonide; proccurato vanamente dall'Imperatore Claudio d'introdurre nell'alfabeto latino, che parimente ne manca, sebbene derivi dall'origine stessa che il greco; e in luogo del quale si trovano negli antichi monumenti greci i due caratteri π σ. {+(Secondo i grammatici il ψ vale ancora βσ e ϕσ; ma essi lo deducono dalle inflessioni ec. come ἄραψ ἄραβος, ἄραβες ἄραψι ec. Non so nè credo che rechino alcun'antica inscrizione ec.) V. p. 3080.} Ora ecco come dev'esser nato questo carattere che distingue l'alfabeto greco dal fenicio. Nella lingua greca, ﻿ 2741 per proprietà sua, è frequentissimo questo suono di ps: ed ogni lingua ha di questi suoni che in lei sono più frequenti e cari che nelle altre. Gli scrivani adunque obbligati ad esprimerlo bene spesso, incominciarono per fretta ad intrecciare insieme quei due caratteri π σ ogni volta che occorreva loro di scriverli congiuntamente. Da quest'uso, nato dalla fretta, nacque una specie di nesso che rappresentava i due sopraddetti caratteri; e questo nesso che da principio dovette conservare parte della forma d'ambedue i caratteri che lo componevano, adottato generalmente per la comodità che portava seco, e per la brevità dello scrivere, appoco appoco venne in tanto uso che occorrendo di scrivere congiuntamente il π e il σ, non si adoperava più se non quel nesso, che finalmente per questo modo venne a fare un carattere proprio, e distinto dagli altri ﻿ 2742 caratteri dell'alfabeto, destinato ad esprimere in qualunque caso quel tal suono: ma destinato a ciò non primitivamente, nè nella prima invenzione o adozione dell'alfabeto greco, e nella prima enumerazione de' suoni elementari di quella lingua o della favella in genere; ma per comodità di quelli che già si servivano da gran tempo del detto alfabeto. Di modo che si può dire che questo carattere non sia figlio del suono ch'esso esprime, come lo sono quelli ch'esprimono i suoni elementari, ma figlio di due caratteri preesistenti nell'alfabeto greco, e quindi quasi nepote del suono che per lui è rappresentato. La grammatica e le regole dell'ortografia ec. non esistevano ancora. Venute poi queste, e prendendo prima di tutto ad esaminare e stabilire l'alfabeto nazionale, trovato questo nesso già padrone dell'uso comune, e sottentrato in luogo di carattere distinto {e} non doppio ﻿ 2743 ma unico, lo considerarono come tale, gli diedero un posto proprio nell'alfabeto greco tra i caratteri elementari, e fissarono per regola che quel tal suono ps si esprimesse, come già da tutti si esprimeva, col ψ, e non altrimenti. Ed eccovi questo nesso, introdotto a principio dagli scrivani per fretta e per comodo; non riconoscendosi più la sua origine, o anco riconoscendosi, ci viene nelle grammatiche antiche e moderne come un carattere proprio dei greci, e come uno degli elementi del loro alfabeto. Lo stesso accadde allo ξ, che non è fenicio, introdotto come nesso per rappresentare due caratteri, cioè γσ, o κσ, {+o χσ}: e ciò per essere questi suoni, frequentissimi nella lingua greca, siccome anche nella lingua latina, nel cui alfabeto pertanto ha pure avuto luogo questo medesimo nesso, considerato come carattere. In luogo del quale gli antichi greci scrivevano γσ, o κσ. Lo stesso dicasi ﻿ 2744 del ϕ, carattere (originariamente nesso) che non si trova nell'alfabeto fenicio (perciocchè il ‎‏ף‏‎ {+o ‎‏פ‏‎} è veramente il Π, {+lat. P, giacchè l'Ϝ è il digamma eolico)}, e che fu introdotto in vece del ΠH che si trova negli antichi monumenti greci, dove pur si trova il KH in vece del X, carattere non fenicio. Questi due suoni composti, anzi doppi, ph e ch, frequentissimi nella lingua greca, non si udivano nella latina. Dunque l'alfabeto latino non ebbe questi due segni. I tre caratteri ξ, ϕ, χ s'attribuiscono presso Plinio (7. 56.) a Palamede, aggiunti da lui all'alfabeto Cadmeo o Fenicio. Lo stesso dite dell'ω, che s'attribuisce presso il medesimo a Simonide ec."
p2759_2,"[2759,2] Chi vuol manifestamente vedere la differenza de' tempi d'Omero da quelli di Virgilio, quanto ai costumi, e alla civilizzazione, e alle opinioni che ﻿ 2760 s'avevano intorno alla virtù e all'eroismo, {+siccome anche quanto ai rapporti scambievoli delle nazioni, ai diritti e al modo della guerra, alle relazioni del nimico col nimico;} e chi vuol notare la totale diversità che passa tra il carattere e l'idea della virtù eroica che si formarono questi due poeti, e che l'uno espresse in Achille e l'altro in Enea, consideri quel luogo dell'Eneide (X. 521-36.) dov'Enea fattosi sopra Magone che gittandosi in terra e abbracciandogli le ginocchia, lo supplica miserabilmente di lasciarlo in vita e di farlo cattivo, risponde, che morto Pallante, non ha più luogo co' Rutuli alcuna misericordia nè alcun commercio di guerra, e spietatamente pigliandolo per la celata, gl'immerge la spada dietro al collo per insino all'elsa. Questa scena e questo pensiero è tolto di peso da Omero, il quale introduce Menelao sul punto di lasciarsi commuovere da simili prieghi, ripreso da Agamennone, che senza alcuna pietà uccide il troiano già vinto e supplichevole."
p2757_1,"[2757,1] ﻿ 2757 Ritenere per ricordarsi o tenere a mente (v. la Crusca in ritenere §. 7.) onde ritenitiva e retentiva per memoria, viene dal latino. V. Forcellini in Retinere fine. Aggiungi Cassiodoro De artibus ac disciplinis liberalium litterarum. Cap. 5. cioè de Musica opp. Cassiod. ed. Venet. 1729. t. 2. p. 557. col. 2. (la detta opera s'intitola più comunemente de septem disciplinis). Apud Latinos autem magnificus vir Albinus librum de hac re * (de Musica), compendiosa brevitate conscripsit; quem in bibliotheca Romae nos habuisse, atque studiose legisse retinemus. * Vedi ancora il Forcell. in Retinentia. Il Glossario non ha niente in proposito. (6. Giugno. 1823.)."
p2718_1,"[2718,1] Alla p. 2699. Di quelli scrittori del 300 che usarono lingua più illustre e comune, o manco plebea e provinciale o municipale, vedi Perticari ﻿ 2719 Degli Scritt. del 300. l. 2. c. 6. È da notare che molte differenze che s'incontrano in questi scrittori fra la loro lingua e la presente, non sono da attribuire alla lingua di quel secolo. Ma elle sono tutte proprie degli scrittori medesimi. I quali in quei primi cominciamenti della nostra lingua illustre, in quella scarsezza di esempi, e quindi di regole della lingua volgare scritta, seguirono quali una strada e quali un'altra, {sì nel trovare o crear le voci ai dati oggetti, sì nel collegarle,} come quelli ch'erano i primi; e spesso per mancanza d'arte, per cattivo gusto, {per povertà di voci o di modi propria loro o della lingua,} per vaghezza di novità, o per sola ignoranza, {e poca conoscenza della loro stessa lingua scritta o parlata,} e per non sapere scrivere, divisero le loro scritture dalla lingua parlata molto più che non si doveva, o in quelle cose e in quelle guise che non si doveva; non volendo esser plebei, furono qua e là mostri di locuzione; non sapendo esprimersi, inventarono parole e forme tutte loro, tutte barbare; introdussero nelle scritture molti vocaboli e modi latini o provenzali durissimi e ﻿ 2720 ripugnanti all'indole della favella comune o particolare, illustre o plebea, di quel medesimo secolo. Della qual favella pertanto in queste cose non si può nè si dee fare argomento da quelle scritture. Perche[Perchè] quelle mostruosità e stranezze, che noi crediamo e chiamiamo comunemente arcaismi, come non si parlano ora nè si scrivono, così non furono mai parlate nè pure in quel secolo, nè scritte se non da uno o da pochi; e quindi non sono proprie della lingua del 300 ma di quei particolari scrittori. E neanche nei secoli seguenti al suddetto, fino a noi, non furono mai parlate da alcuno in italia, nè scritte se non da qualche pedantesco imitatore, e razzolatore degli antichi, de' quali pedanti ve n'ha gran copia anche oggidì. Ma l'autorità di questi non fa la lingua nè presente nè passata. Vedi anche circa queste mostruosità arbitrarie e particolari di tale o {{tale}} ﻿ 2721 trecentista, il Perticari loc. cit. p. 133-5. e massime p. 136. fine. (23. Maggio 1823.)."
p2709_1,"[2709,1] Paragonando la filosofia antica colla moderna, si trova che questa è tanto superiore a quella, principalmente perchè i filosofi antichi volevano tutti insegnare e fabbricare: laddove la filosofia moderna non fa ordinariamente altro che disingannare e atterrare. Il che se gli antichi tal volta facevano, niuno però era che in questo caso non istimasse suo debito e suo interesse il sostituire {#1. V. p. 3469.} Così fecero anche nella {prima} restaurazione della filosofia Cartesio e Newton. Ma i filosofi ﻿ 2710 moderni, sempre togliendo, niente sostituiscono. E questo è il vero modo di filosofare, non già, come si dice, perchè la debolezza del nostro intelletto c'impedisce di trovare il vero positivo, ma perchè in effetto la cognizione del vero non è altro che lo spogliarsi degli errori, e sapientissimo è quello che sa vedere le cose che gli stanno davanti agli occhi, senza prestar loro le qualità ch'esse non hanno. La natura ci sta tutta spiegata davanti, nuda ed aperta. Per ben conoscerla non è bisogno alzare alcun velo che la cuopra: è bisogno rimuovere gl'impedimenti e le alterazioni che sono nei nostri occhi e nel nostro intelletto; e queste, fabbricateci e cagionateci da noi col nostro raziocinio. Quindi è che i più semplici più sanno: che la semplicità, come dice un filosofo tedesco, (Wieland [Storia del saggio Danischmend]) è sottilissima, che i fanciulli e i selvaggi più vergini vincono di sapienza le persone più addottrinate: cioè più mescolate di elementi stranieri al loro intelletto. ﻿ 2711 Di qui si conferma quel mio principio che la sommità della sapienza consiste nel conoscere la sua propria inutilità pp. 448-50 pp. 491-94 pp. 2668-69, e come gli uomini sarebbero {già} sapientissimi s'ella mai non fosse nata: e la sua maggiore utilità, {+o per lo meno il suo primo e proprio scopo,} nel ricondurre {l'intelletto umano} (s'è possibile) {appresso a poco} a quello stato in cui era prima del di lei nascimento. E quello ch'io dico qui dell'intelletto, dico altrove, e qui ridico, anche per rispetto alla vita, e a tutto quello che appartiene all'uomo, e che ha qualsivoglia relazione colla sapienza. (21. Maggio 1823.)."
p2796_1,"[2796,1] Καὶ μοι δοκεῖ, εἴ τις τῶν ϑεῶν πάντας ἀνϑρώπους εἰς ἕνα που χῶρον συναγαγών, ἕκαστον ἀπαιτήσει τὴν ἑαυτοῦ διηγήσασϑαι τύχην, εἶτα πάντων εἰπόντων, ἑκάστου πύϑοιτο πάλιν, ποίαν ἔχειν ἕλοιτο; πάντας ἂν ἀποροῦντας σιγῆσαι μηδένα ζηλωτὸν ϑεωμένους. ᾽Eντεῦϑεν ἄρα τινές, Tραύσους οἶμαι τὸ γένος * (nationem hanc) προσαγορεύουσι, τικτομένου μέν τινος ὠλοϕύροντο σκοποῦντες, εἰς ὀσα ἦλϑε κακά, ἀπιόντος δὲ πανήγυριν * (festum) ἦγον, ὅσων ἠλευϑέρωται δυσχερῶν ἐννοόυμενοι. * Χορικίου Σοϕιστοῦ ᾽Eπιτάϕιος ἐπὶ Προκοπίῳ Σοϕιστῇ Γάζης. Oratio funebris in Procopium Sophistam-Gazaeum (§. 35. p. {{859.}}) primum edita gr. et lat. a Fabric. in B. G. edit. vet. t. 8. p. 841-63. lib. 5. c. 31. (19. Giugno 1823)."
p2786_1,"[2786,1] Alla p. 2776. La voce ἁρπυῖαι properispómena può benissimo essere un {antico} participio di un verbo ἅρπω {+(v. la p. 2826, marg.)} come εἰκυῖα di εἴκω, εἰδυῖα di εἴδω per sincope di εἰδηκυῖα, da εἴδα sincope di εἴδηκα. Non così di ἁρπάω al quale non può in nessun modo appartenere. {Altri vogliono, ed è verisimile, che εἰδώς, ἑστώς, βεβώς {ec.} sieno participi preteriti perfetti medii. V. p. 2975. e lo Scapula in Mέλει.} Che se i grammatici fanno questa voce ἁρπυῖαι proparossítona, scrivendo ἅρπυιαι, 1. non tutti così fanno, e v. Schrevel. e Forcell. in Harpyiae: 2. può ben essere che questa voce sia proparossítona ne' due luoghi dell'odissea, e in quello della teogonia, {(v. 267.)} ne' quali è usurpata per antonomasia, come vuole il Visconti che sia nell'odissea, o per nome appellativo, come è nella Teogonia: perciocchè perduta la sua forma e significazione di participio, e ridotta a sostantivo, ﻿ 2787 e mutato uso, condizione e significato, non è maraviglia ch'esso muti l'accentazione come accade in altre mille parole. Ma tale ancora, ella si riconosce per un participio femminino, il quale non può venire se non da ἅρπω parossítono, e non da ἁρπῶ, nè da ἁρπάω nè da ἁρπάζω, e il cui mascolino sarebbe ἁρπώς. E nel luogo delle iscrizioni triopee, dov'ella è aggettivo, io son d'opinione che vada scritta properispómena. Non so come la scriva il Visconti: {la lapide non ha accenti.} 3. Ognun sa che in queste materie degli accenti, come {in} tante altre, non è da prestar gran fede ai grammatici che abbiamo, benchè greci, e ch'essi sono stati corretti cento volte dagli eruditi moderni colla più accurata osservazione dell'antichità; delle origini, delle derivazioni, delle analogie, della ragion grammaticale della lingua greca. E se ciò accade anche nelle cose che appartengono alla lingua di Tucidide o di Platone, quanto minor forza avrà un'obbiezione ﻿ 2788 fondata sull'autorità di sempre recenti e semibarbari e poco dotti grammatici in materie così antiche, come è questa; nella quale poi in particolare, i grammatici, secondo il Visconti, errarono nella stessa significazione della parola, pigliando per démoni alati, per tempeste, procelle, venti ec. (v. lo Scapula e il Tusano) quelle che, secondo il Visconti, non erano altro che le Parche."
