id,text
p1399_1,"Per la ragione per cui troviamo poca varietà nella fisonomia delle bestie d'una medesima specie ec. come ho detto altrove p. 1196, accade che in una città forestiera, tutto al primo momento ci paia appresso a poco uniforme, e troviamo sempre proporzionatamente assai più vario il paese a cui siamo avvezzi (ancorchè uniformissimo) che qualunque altro; almeno ne' primi giorni. Onde non sappiamo distinguere le contrade ec. Massime se v'ha realmente qualche uniformità in quel nuovo paese, sebben però più vario del nostro; ovvero s'egli è di una forma e di un gusto ec. assai differente dal nostrale, nel qual caso non litroveremo mai {{bastante}} varietà, prima della lunga attenzione ed assuefazione ﻿ 1400 Così ci accade nel leggere gli scritti assai forestieri per noi, come degli orientali, di Ossian, ec. o de' loro imitatori nostrali. Così in cento generi di cose. (28. Luglio 1821.)."
p3439_1,"Si possono applicare queste considerazioni anche alla letteratura. Non s'usavano anticamente le brochures, nè gli opuscoli e foglietti volanti, nè scritture destinate a morire il dì dopo nate. E quello ancora che si scriveva per sola circostanza e per servire al momento, scrivevasi in modo ch'e' potesse e dovesse durare immortalmente. ﻿ 3440 Cicerone dopo dato un consiglio al senato {o} al popolo, da mettersi in opera anche il dì medesimo, dopo perorata e conchiusa una causa, ancor di una piccola eredità si poneva a tavolino, e dagl'informi commẽtariche gli avevano servito a recitare, cavava, componeva, limava, perfezionava un'orazione formata sulle regole e i modelli eterni dell'arte più squisita, e come tale, consegnavala all'eternità. Così gli oratori attici, così Demostene di cui s'ha e si legge dopo 2000 anni un'orazione per una causa di 3 pecore: mentre le orazioni fatte oggi a' parlamenti o da niuno si leggono, o si dimenticano di là a due dì, e ne son degne, nè chi le disse, pretese {nè bramò nè curò} ch'elle avessero maggior durata. (15. Sett. 1823.). {#1. Quel che si è detto della durevolezza, dicasi ancora della grandezza e magnificenza ec.}"
p4170_9,"Infamato per infame. Crus. Incolpato per incolpabile o per colpevole ec. V. Crus. e Monti Proposta v. Incolpato, e nella Bibliot. ital. Dial. di Matteo, Taddeo ec. Temuto, formidatus, paventato ec. per formidabile, massime in poesia."
p1469_1,"Il formare il nostro Dio degli attributi che a noi paiono buoni, benchè non lo sieno che relativamente, è un'opinione meno assurda, ma della stessa natura, andamento origine, di quella che attribuiva agli Dei figura e qualità e natura quasi del tutto umana; di quella che, come dice Senofane presso Clem. Alessandr., se il cavallo o il bue sapesse dipingere, gli farebbe dipingere e immaginare i suoi Dei in forma e natura di cavalli o di buoi. {+ V. il mio Discorso sui romantici dove si cita questo passo con altre osservazioni.} Anzi la nostra opinione è un raffinamento, un perfezionamento, di questa quanto assurda, tanto naturale (v. il cit. Discorso) opinione ﻿ 1470 antica; raffinamento prodotto da quello spirito metafisico che produsse il Cristianesimo, o da quello che presso gli antichi Orientali (la cui storia rimonta tanto più indietro delle nostre) produsse il sistema di un solo Dio, seguito dagli Ebrei, e da questi comunicato ai Gentili d'{epoca e civiltà} più moderna, quando il secolo fu adattato a fare che tal dottrina fosse ricevuta, e divenisse universalmente popolare. Ho detto che questa è meno assurda, ma intendo, quanto al nostro modo di ragionare, e all'ordinario sistema delle nostre concezioni, perchè assolutamente parlando, ella è altrettanto assurda, {o piuttosto} falsa, giacchè l'assurdo si misura dalla dissonanza col nostro modo di ragionare. (8. Agosto 1821.). Del resto la nostra opinione intorno a un Dio composto degli attributi che l'uomo giudica buoni, è una vera continuazione dell'antico sistema che lo componeva degli attributi umani. ec. {+L'antica e la moderna Divinità è parimente formata sulle idee puramente umane, benchè diverse secondo i tempi. Il suo modello è sempre l'uomo. ec.} (8. Agos. 1821.)."
p4231_2,"Intermittenza morale. * Passioni e qualità morali intermittenti. - Aggiungerò che quest'odiosa passione (l'avarizia) provenendo sovente dalla debolezza della nostra costituzione, avviene che le infermità corporali talvolta la sviluppino. Una dama che per sei mesi dell'anno era soggetta ai vapori e alla malinconia, era pur anche durante quel tempo d'una sordida parsimonia; ma come appena le funzioni corporee ripigliavano la loro armonia, ella si faceva adorare per la sua grande generosità. * Alibert, Physiologie des passions, nel N. Ricoglitore di Milano, quaderno 23. p. 788. - Questa osservazione si può sommamente estendere. Ciascuno di noi, se bene osserva, troverà in se questa sì fatta intermittenza. Io, inclinato all'egoismo, perchè debole e infermo, sono mille volte più egoista l'inverno che la buona stagione; nella malattia, che nella buona salute, e nella confidenza dell'avvenire; più aperto alla compassione, e facile ad interessarmi per gli altri, e prendere il loro soccorso quando qualche successo mi ha fatto confidente di me medesimo, o lieto, che quando avvilito, o melanconico. - Quante cose poi non si potrebbero dire sopra questa medesima intermittenza, considerata, non nelle qualità, ma nelle facoltà intellettuali e sociali, sia ingenite, sia acquisite! (Recanati. 10. Dic. Festa della Venuta. 1826.)."
p4009_3,"Diminutivi greci positivati. οἰκίον per οἶκος ed οἰκία. Notisi ch'egli è antichissimo, perchè proprio di Omero. O forse degl'ioni, massime antichi. Arriano imitatore di questi l'usa nell'Indica 29. 16, 30. 9. Lo Scap. non cita che Omero. È positivato anche presso Arriano. (7. Gen. 1824.). Lo stesso discorso o dell'antichità o del dialetto ionico, massime antico, si può fare intorno al diminutivo positivato προβάτιον, ch'è d'Ippocrate, o di chi altro è l'autore del libro ec., e di cui altrove p. 4002. La quale osservazione unita con questa della voce οἰκίον, e coll'altre che si potranno fare, può dar luogo a buone conghietture circa l'uso de' diminutivi positivati nell'antico greco o ionico ec. (7. Gen. 1824.) πλημμυρίς ίδος. ϕυκίον. (7. Gen. 1824.)."
p1145_1,"Primieramente osservo che coarctare è continuativo di coercere, e coercere, come ognun sa, ha ne' buoni latini un significato metaforico (più comune forse del proprio) che somiglia molto a quello di forzare. Anzi alcuni gramatici gli danno {anche} questo significato, sebbene sopra autorità incompetente, cioè quella del libricciuolo de progenie Augusti attribuito a Messala Corvino, dove si legge: Superatos hostes Romę cohabitare coercuit, * cioè costrinse. Il quale libretto sebbene dagli eruditi è creduto apocrifo, e dell'età mezzana, tuttavia non è forse d'autorità nè di tempo inferiore a molti e molti altri che sono pur citati nel Vocabolario latino. Laonde, se coercere ﻿ 1146 significava forzare, o cosa somigliante, è naturalissimo che il suo continuativo coarctare avesse, almeno nel volgare latino, lo stesso o simile significato."
p2132_1,"La facoltà inventiva è una delle ordinarie, e principali, e caratteristiche qualità e parti dell'immaginazione. Or questa facoltà appunto è quella che fa i grandi filosofi, e i grandi scopritori delle grandi verità. E si può dire che da una stessa sorgente, ﻿ 2133 da una stessa qualità dell'animo, diversamente applicata, e diversamente modificata e determinata da diverse circostanze e abitudini, vennero i poemi di Omero e di Dante, e i Principii matematici della filosofia naturale di Newton. Semplicissimo è il sistema e l'ordine della macchina umana in natura, pochissime le molle, e gli ordigni di essa, e i principii che la compongono, ma noi discorrendo dagli effetti che sono infiniti e infinitamente variabili secondo le circostanze, le assuefazioni, e gli accidenti, moltiplichiamo gli elementi, le parti, le forze del nostro sistema, e dividiamo, e distinguiamo, e suddividiamo delle facoltà, dei principii, che sono realmente unici e indivisibili, benchè producano e possano sempre produrre non solo nuovi, non solo diversi, ma dirittamente contrarii effetti. L'immaginazione per tanto è la sorgente della ragione, come del sentimento, delle ﻿ 2134 passioni, della poesia; ed essa facoltà che noi supponiamo essere un principio, una qualità distinta e determinata dell'animo umano, o non esiste, o non è che una cosa stessa, una stessa disposizione con cento altre che noi ne distinguiamo assolutamente, e con quella stessa che si chiama riflessione o facoltà di riflettere, con quella che si chiama intelletto ec. Immaginazione e intelletto è tutt'uno. L'intelletto acquista ciò che si chiama immaginazione, mediante gli abiti e le circostanze, e le disposizioni naturali analoghe; acquista nello stesso modo, ciò che si chiama riflessione ec. ec. (20. Nov. 1821.)"
p4492_7,"Il nostro antico fante per parlante, e {di qui} per uomo, co' suoi diminutivi, come fanciullo ({cioè} uomicciuolo) {+che ancor s'usa, senza conoscerne la forza e l'etimologia,} {fantoccio} ec. ec. non è egli evidentemente l'antico, e negli scritti perduto o disusato, fans, da for; di cui anche in-fans fa fede, e quasi nello stesso senso? Vedi Forcell. Gloss. ec. e Foscolo sopra l'Odissea di Pindem. (21. Apr.) {I marchegiani (gran conservatori del latino) ancor oggi: un lesto fante ec. in parlar burlesco.}"
p1562_2,"Alla p. 1527. Similmente gli spagnuoli hanno perduto il latino furari, ma hanno un suo continuativo ignoto nella buona latinità, cioè hurtar (che anticamente dicevasi furtar) ﻿ 1563 contratto da furatare, o furitare. Furtare si trova in alcune scritture latine-barbare Portoghesi presso il Du-Cange. (25. Agos. 1821.). {{V. p. 2244. fine.}}"
