surface,_id,par_id
S. Agostino,https://digitalzibaldone.net/node/Q8018,https://digitalzibaldone.net/node/p3506_1
Dante,https://digitalzibaldone.net/node/Q1067,https://digitalzibaldone.net/node/p3507_1
Platone,https://digitalzibaldone.net/node/Q859,https://digitalzibaldone.net/node/p3507_1
Genovesi,https://digitalzibaldone.net/node/Q602201,https://digitalzibaldone.net/node/p3509_1
Remondini,https://digitalzibaldone.net/node/Q3932513,https://digitalzibaldone.net/node/p3509_1
Arriano,https://digitalzibaldone.net/node/Q31845,https://digitalzibaldone.net/node/p3509_1
Plinio,https://digitalzibaldone.net/node/Q82778,https://digitalzibaldone.net/node/p3509_1
Cicerone,https://digitalzibaldone.net/node/Q1541,https://digitalzibaldone.net/node/p3516_1
Cic.,https://digitalzibaldone.net/node/Q1541,https://digitalzibaldone.net/node/p3516_1
Cic.,https://digitalzibaldone.net/node/Q1541,https://digitalzibaldone.net/node/p3516_1
Argante,https://digitalzibaldone.net/node/Q12956187,https://digitalzibaldone.net/node/p3525_3
Solimano,https://digitalzibaldone.net/node/person134,https://digitalzibaldone.net/node/p3525_3
Clorinda,https://digitalzibaldone.net/node/Q17625742,https://digitalzibaldone.net/node/p3525_3
Altamoro,https://digitalzibaldone.net/node/person135,https://digitalzibaldone.net/node/p3525_3
Tasso,https://digitalzibaldone.net/node/Q168962,https://digitalzibaldone.net/node/p3525_3
Argante,https://digitalzibaldone.net/node/Q12956187,https://digitalzibaldone.net/node/p3525_3
Solimano,https://digitalzibaldone.net/node/person134,https://digitalzibaldone.net/node/p3525_3
Goffredo,https://digitalzibaldone.net/node/Q76721,https://digitalzibaldone.net/node/p3525_3
Raimondo,https://digitalzibaldone.net/node/person136,https://digitalzibaldone.net/node/p3525_3
Tancredi,https://digitalzibaldone.net/node/person137,https://digitalzibaldone.net/node/p3525_3
Rinaldo,https://digitalzibaldone.net/node/person151,https://digitalzibaldone.net/node/p3525_3
Goffredo,https://digitalzibaldone.net/node/Q76721,https://digitalzibaldone.net/node/p3525_3
Rinaldo,https://digitalzibaldone.net/node/person151,https://digitalzibaldone.net/node/p3525_3
Tancredi,https://digitalzibaldone.net/node/person137,https://digitalzibaldone.net/node/p3525_3
Raimondo,https://digitalzibaldone.net/node/person136,https://digitalzibaldone.net/node/p3525_3
Tancredi,https://digitalzibaldone.net/node/person137,https://digitalzibaldone.net/node/p3525_3
Rinaldo,https://digitalzibaldone.net/node/person151,https://digitalzibaldone.net/node/p3525_3
Tasso,https://digitalzibaldone.net/node/Q168962,https://digitalzibaldone.net/node/p3525_3
Rinaldo,https://digitalzibaldone.net/node/person151,https://digitalzibaldone.net/node/p3525_3
Magalotti,https://digitalzibaldone.net/node/Q590501,https://digitalzibaldone.net/node/p3526_1
Pirrone,https://digitalzibaldone.net/node/Q192313,https://digitalzibaldone.net/node/p3531_1
Aristot.,https://digitalzibaldone.net/node/Q868,https://digitalzibaldone.net/node/p3541_2
Flor.,https://digitalzibaldone.net/node/Q316483,https://digitalzibaldone.net/node/p3541_2
Fabric.,https://digitalzibaldone.net/node/Q61894,https://digitalzibaldone.net/node/p3544_1
Corn. Nep.,https://digitalzibaldone.net/node/Q109594,https://digitalzibaldone.net/node/p3544_1
Catullo,https://digitalzibaldone.net/node/Q163079,https://digitalzibaldone.net/node/p3544_1
Platone,https://digitalzibaldone.net/node/Q859,https://digitalzibaldone.net/node/p3544_2
Bacco,https://digitalzibaldone.net/node/Q645312,https://digitalzibaldone.net/node/p3544_2
Forcell.,https://digitalzibaldone.net/node/Q550353,https://digitalzibaldone.net/node/p3547_1
S. Michele Arcangelo,https://digitalzibaldone.net/node/Q45581,https://digitalzibaldone.net/node/p3547_1
San Michele Arcangelo,https://digitalzibaldone.net/node/Q45581,https://digitalzibaldone.net/node/p3550_1
Dante,https://digitalzibaldone.net/node/Q1067,https://digitalzibaldone.net/node/p3552_1
S. Mich. Arcang.,https://digitalzibaldone.net/node/Q45581,https://digitalzibaldone.net/node/p3552_1
S. Michele Arcangelo,https://digitalzibaldone.net/node/Q45581,https://digitalzibaldone.net/node/p3553_1
Hager,https://digitalzibaldone.net/node/Q3810214,https://digitalzibaldone.net/node/p3557_2
Tacito,https://digitalzibaldone.net/node/Q2161,https://digitalzibaldone.net/node/p3558_2
Speroni,https://digitalzibaldone.net/node/Q352663,https://digitalzibaldone.net/node/p3560_1
Aristot.,https://digitalzibaldone.net/node/Q868,https://digitalzibaldone.net/node/p3560_2
Flor.,https://digitalzibaldone.net/node/Q316483,https://digitalzibaldone.net/node/p3560_2
Pier Vettori,https://digitalzibaldone.net/node/Q784373,https://digitalzibaldone.net/node/p3560_2
Speroni,https://digitalzibaldone.net/node/Q352663,https://digitalzibaldone.net/node/p3561_1
Dante,https://digitalzibaldone.net/node/Q1067,https://digitalzibaldone.net/node/p3561_1
Petrarca,https://digitalzibaldone.net/node/Q1401,https://digitalzibaldone.net/node/p3561_1
Speroni,https://digitalzibaldone.net/node/Q352663,https://digitalzibaldone.net/node/p3561_1
Omero,https://digitalzibaldone.net/node/Q6691,https://digitalzibaldone.net/node/p3561_1
Virgilio,https://digitalzibaldone.net/node/Q1398,https://digitalzibaldone.net/node/p3561_1
Dante,https://digitalzibaldone.net/node/Q1067,https://digitalzibaldone.net/node/p3561_1
Petrarca,https://digitalzibaldone.net/node/Q1401,https://digitalzibaldone.net/node/p3561_1
Petr.,https://digitalzibaldone.net/node/Q1401,https://digitalzibaldone.net/node/p3561_1
Dante,https://digitalzibaldone.net/node/Q1067,https://digitalzibaldone.net/node/p3561_1
Speroni,https://digitalzibaldone.net/node/Q352663,https://digitalzibaldone.net/node/p3561_1
Speroni,https://digitalzibaldone.net/node/Q352663,https://digitalzibaldone.net/node/p3561_1
Boccaccio,https://digitalzibaldone.net/node/Q1402,https://digitalzibaldone.net/node/p3561_1
Dante,https://digitalzibaldone.net/node/Q1067,https://digitalzibaldone.net/node/p3561_1
Petrarca,https://digitalzibaldone.net/node/Q1401,https://digitalzibaldone.net/node/p3561_1
nuovo Papa,https://digitalzibaldone.net/node/Q43727,https://digitalzibaldone.net/node/p3566_1
Sperone Speroni,https://digitalzibaldone.net/node/Q352663,https://digitalzibaldone.net/node/p3568_1
Victorius,https://digitalzibaldone.net/node/Q784373,https://digitalzibaldone.net/node/p3568_2
Aristot.,https://digitalzibaldone.net/node/Q868,https://digitalzibaldone.net/node/p3568_2
Flor.,https://digitalzibaldone.net/node/Q316483,https://digitalzibaldone.net/node/p3568_2
Erodoto,https://digitalzibaldone.net/node/Q26825,https://digitalzibaldone.net/node/p3569_2
Sveton.,https://digitalzibaldone.net/node/Q10133,https://digitalzibaldone.net/node/p3571_2
Pitisco,https://digitalzibaldone.net/node/Q7412401,https://digitalzibaldone.net/node/p3571_2
Richelet,https://digitalzibaldone.net/node/Q1236889,https://digitalzibaldone.net/node/p3571_2
Forcellini,https://digitalzibaldone.net/node/Q550353,https://digitalzibaldone.net/node/p3571_2
Mons. de Pradt,https://digitalzibaldone.net/node/Q202386,https://digitalzibaldone.net/node/p3577_1
Tasso,https://digitalzibaldone.net/node/Q168962,https://digitalzibaldone.net/node/p3578_1
Cristo,https://digitalzibaldone.net/node/Q302,https://digitalzibaldone.net/node/p3579_1
Maometto,https://digitalzibaldone.net/node/Q9458,https://digitalzibaldone.net/node/p3579_1
Averroe,https://digitalzibaldone.net/node/Q39837,https://digitalzibaldone.net/node/p3579_1
Maometto,https://digitalzibaldone.net/node/Q9458,https://digitalzibaldone.net/node/p3584_1
Cic.,https://digitalzibaldone.net/node/Q1541,https://digitalzibaldone.net/node/p3584_3
Forcellini,https://digitalzibaldone.net/node/Q550353,https://digitalzibaldone.net/node/p3584_3
Speroni,https://digitalzibaldone.net/node/Q352663,https://digitalzibaldone.net/node/p3587_1
