surface,_id,par_id
Louis catorze,https://digitalzibaldone.net/node/Q7742,https://digitalzibaldone.net/node/p3340_1
Svetonio,https://digitalzibaldone.net/node/Q10133,https://digitalzibaldone.net/node/p3340_1
Pitisco,https://digitalzibaldone.net/node/Q7412401,https://digitalzibaldone.net/node/p3340_1
Giobbe,https://digitalzibaldone.net/node/Q179962,https://digitalzibaldone.net/node/p3342_1
Apostolo S. Paolo,https://digitalzibaldone.net/node/Q9200,https://digitalzibaldone.net/node/p3342_1
Aristoph.,https://digitalzibaldone.net/node/Q43353,https://digitalzibaldone.net/node/p3342_1
Luciano,https://digitalzibaldone.net/node/Q177847,https://digitalzibaldone.net/node/p3342_1
Aristot.,https://digitalzibaldone.net/node/Q868,https://digitalzibaldone.net/node/p3342_1
Vettori,https://digitalzibaldone.net/node/Q784373,https://digitalzibaldone.net/node/p3342_1
Flor.,https://digitalzibaldone.net/node/Q316483,https://digitalzibaldone.net/node/p3342_1
Svetonio,https://digitalzibaldone.net/node/Q10133,https://digitalzibaldone.net/node/p3344_1
Pitisco,https://digitalzibaldone.net/node/Q7412401,https://digitalzibaldone.net/node/p3344_1
Giulio Cesare,https://digitalzibaldone.net/node/Q1048,https://digitalzibaldone.net/node/p3344_1
Svetonio,https://digitalzibaldone.net/node/Q10133,https://digitalzibaldone.net/node/p3344_1
Svetonio,https://digitalzibaldone.net/node/Q10133,https://digitalzibaldone.net/node/p3344_1
Cesare,https://digitalzibaldone.net/node/Q1048,https://digitalzibaldone.net/node/p3344_1
Lutero,https://digitalzibaldone.net/node/Q9554,https://digitalzibaldone.net/node/p3347_1
Saxe-Gotha,https://digitalzibaldone.net/node/Q700229,https://digitalzibaldone.net/node/p3347_1
Voltaire,https://digitalzibaldone.net/node/Q9068,https://digitalzibaldone.net/node/p3349_2
Senofonte,https://digitalzibaldone.net/node/Q129772,https://digitalzibaldone.net/node/p3352_3
Scap.,https://digitalzibaldone.net/node/Q3179685,https://digitalzibaldone.net/node/p3353_2
Omero,https://digitalzibaldone.net/node/Q6691,https://digitalzibaldone.net/node/p3353_2
