surface,_id,par_id
Iul. Caes.,Q110768613,https://digitalzibaldone.net/node/p3340_1
Act.,Q40309,https://digitalzibaldone.net/node/p3342_1
Plut.,Q1196456,https://digitalzibaldone.net/node/p3342_1
ib.,Q1196456,https://digitalzibaldone.net/node/p3342_1
Scapula,viaf182607198,https://digitalzibaldone.net/node/p3342_1
Scapula,viaf182607198,https://digitalzibaldone.net/node/p3342_1
Polit.,Q69539,https://digitalzibaldone.net/node/p3342_1
Jul. Caes.,Q110768613,https://digitalzibaldone.net/node/p3344_1
ib.,Q110768613,https://digitalzibaldone.net/node/p3344_1
2926. fine - 28,seq213,https://digitalzibaldone.net/node/p3349_1
Gloss.,Q1240983,https://digitalzibaldone.net/node/p3350_2
Forc.,Q15851274,https://digitalzibaldone.net/node/p3350_3
pp. 1123. sgg.,seq214,https://digitalzibaldone.net/node/p3351_1
pp. 3033-35,seq215,https://digitalzibaldone.net/node/p3352_2
Simposio,Q278658,https://digitalzibaldone.net/node/p3352_3
pp. 3009. sgg.,seq216,https://digitalzibaldone.net/node/p3352_3
Scap.,viaf182607198,https://digitalzibaldone.net/node/p3357_3
de rep.,Q656161,https://digitalzibaldone.net/node/p3359_1
Gloss.,Q1240983,https://digitalzibaldone.net/node/p3361_1
p. 3032. segg.,seq172,https://digitalzibaldone.net/node/p3362_1
Correspondance du rince Royal de Prusse,viaf3903165272520110690007,https://digitalzibaldone.net/node/p3365_1
Oeuvres Complettes,viaf255361593,https://digitalzibaldone.net/node/p3365_1
pro Archia,Q3922215,https://digitalzibaldone.net/node/p3372_2
"Son. La gola, il sonno.",,https://digitalzibaldone.net/node/p3382_2
la Crusca,Q4015911,https://digitalzibaldone.net/node/p3390_1
Orazz.,viaf175457986,https://digitalzibaldone.net/node/p3390_1
lett.,viaf202970742,https://digitalzibaldone.net/node/p3390_1
Alemagna,Q18633317,https://digitalzibaldone.net/node/p3400_1
pp. 1812-15,seq218,https://digitalzibaldone.net/node/p3403_1
pp. 545-50,seq219,https://digitalzibaldone.net/node/p3411_1
pp. 607-10,seq220,https://digitalzibaldone.net/node/p3411_1
Rep.,Q69539,https://digitalzibaldone.net/node/p3411_1
