surface,_id,par_id
Eliso,https://www.wikidata.org/wiki/Q157128,https://digitalzibaldone.net/node/p3507_1
Scizia,https://www.wikidata.org/wiki/Q845909,https://digitalzibaldone.net/node/p3509_1
Bassano,https://www.wikidata.org/wiki/Q47094,https://digitalzibaldone.net/node/p3509_1
America meridionale,https://www.wikidata.org/wiki/Q18,https://digitalzibaldone.net/node/p3509_1
india,https://www.wikidata.org/wiki/Q668,https://digitalzibaldone.net/node/p3543_2
Ven.,https://www.wikidata.org/wiki/Q641,https://digitalzibaldone.net/node/p3544_1
italia,https://www.wikidata.org/wiki/Q38,https://digitalzibaldone.net/node/p3546_1
Toscana,https://www.wikidata.org/wiki/Q1273,https://digitalzibaldone.net/node/p3548_1
Ven.,https://www.wikidata.org/wiki/Q641,https://digitalzibaldone.net/node/p3560_1
Ven.,https://www.wikidata.org/wiki/Q641,https://digitalzibaldone.net/node/p3561_1
italia,https://www.wikidata.org/wiki/Q38,https://digitalzibaldone.net/node/p3561_1
Venez.,https://www.wikidata.org/wiki/Q641,https://digitalzibaldone.net/node/p3568_1
Ispagna,https://www.wikidata.org/wiki/Q29,https://digitalzibaldone.net/node/p3575_1
italia,https://www.wikidata.org/wiki/Q38,https://digitalzibaldone.net/node/p3575_1
italia,https://www.wikidata.org/wiki/Q38,https://digitalzibaldone.net/node/p3577_1
spagna,https://www.wikidata.org/wiki/Q29,https://digitalzibaldone.net/node/p3577_1
europa,https://www.wikidata.org/wiki/Q46,https://digitalzibaldone.net/node/p3577_1
spagna,https://www.wikidata.org/wiki/Q29,https://digitalzibaldone.net/node/p3577_1
Africa,https://www.wikidata.org/wiki/Q15,https://digitalzibaldone.net/node/p3577_1
europa,https://www.wikidata.org/wiki/Q46,https://digitalzibaldone.net/node/p3577_1
Spagna,https://www.wikidata.org/wiki/Q29,https://digitalzibaldone.net/node/p3578_1
europa,https://www.wikidata.org/wiki/Q46,https://digitalzibaldone.net/node/p3578_1
spagna,https://www.wikidata.org/wiki/Q29,https://digitalzibaldone.net/node/p3578_1
europa,https://www.wikidata.org/wiki/Q46,https://digitalzibaldone.net/node/p3579_1
Spagna,https://www.wikidata.org/wiki/Q29,https://digitalzibaldone.net/node/p3579_1
italia,https://www.wikidata.org/wiki/Q38,https://digitalzibaldone.net/node/p3579_1
Spagna,https://www.wikidata.org/wiki/Q29,https://digitalzibaldone.net/node/p3579_1
ispagna,https://www.wikidata.org/wiki/Q29,https://digitalzibaldone.net/node/p3579_1
spagna,https://www.wikidata.org/wiki/Q29,https://digitalzibaldone.net/node/p3579_1
spagna,https://www.wikidata.org/wiki/Q29,https://digitalzibaldone.net/node/p3579_1
ispagna,https://www.wikidata.org/wiki/Q29,https://digitalzibaldone.net/node/p3579_1
europa,https://www.wikidata.org/wiki/Q46,https://digitalzibaldone.net/node/p3579_1
europa,https://www.wikidata.org/wiki/Q46,https://digitalzibaldone.net/node/p3579_1
spagna,https://www.wikidata.org/wiki/Q29,https://digitalzibaldone.net/node/p3579_1
spagna,https://www.wikidata.org/wiki/Q29,https://digitalzibaldone.net/node/p3582_1
grecia,https://www.wikidata.org/wiki/Q11772,https://digitalzibaldone.net/node/p3582_1
Gallie,https://www.wikidata.org/wiki/Q38060,https://digitalzibaldone.net/node/p3582_1
italia,https://www.wikidata.org/wiki/Q38,https://digitalzibaldone.net/node/p3582_1
Spagna,https://www.wikidata.org/wiki/Q29,https://digitalzibaldone.net/node/p3583_1
grecia,https://www.wikidata.org/wiki/Q11772,https://digitalzibaldone.net/node/p3583_1
Gallia,https://www.wikidata.org/wiki/Q38060,https://digitalzibaldone.net/node/p3583_2
ispagna,https://www.wikidata.org/wiki/Q29,https://digitalzibaldone.net/node/p3583_2
italia,https://www.wikidata.org/wiki/Q38,https://digitalzibaldone.net/node/p3583_2
spagna,https://www.wikidata.org/wiki/Q29,https://digitalzibaldone.net/node/p3584_1
Ven.,https://www.wikidata.org/wiki/Q641,https://digitalzibaldone.net/node/p3587_1
Lips.,https://www.wikidata.org/wiki/Q2079,https://digitalzibaldone.net/node/p3587_1
Lips.,https://www.wikidata.org/wiki/Q2079,https://digitalzibaldone.net/node/p3587_1
Ven.,https://www.wikidata.org/wiki/Q641,https://digitalzibaldone.net/node/p3587_1
Lazio,https://www.wikidata.org/wiki/Q1048669,https://digitalzibaldone.net/node/p3620_3
Grecia,https://www.wikidata.org/wiki/Q11772,https://digitalzibaldone.net/node/p3620_3
indie,https://www.wikidata.org/wiki/Q668,https://digitalzibaldone.net/node/p3622_2
Grecia,https://www.wikidata.org/wiki/Q11772,https://digitalzibaldone.net/node/p3625_1
italia,https://www.wikidata.org/wiki/Q38,https://digitalzibaldone.net/node/p3630_1
Prussia,https://www.wikidata.org/wiki/Q38872,https://digitalzibaldone.net/node/p3633_1
Grecia,https://www.wikidata.org/wiki/Q11772,https://digitalzibaldone.net/node/p3638_3
Grecia,https://www.wikidata.org/wiki/Q11772,https://digitalzibaldone.net/node/p3638_3
Grecia,https://www.wikidata.org/wiki/Q11772,https://digitalzibaldone.net/node/p3641_1
Roma,https://www.wikidata.org/wiki/Q1747689,https://digitalzibaldone.net/node/p3641_1
Madrid,https://www.wikidata.org/wiki/Q2807,https://digitalzibaldone.net/node/p3642_1
Lapponia,https://www.wikidata.org/wiki/Q212640,https://digitalzibaldone.net/node/p3643_1
Russia,https://www.wikidata.org/wiki/Q159,https://digitalzibaldone.net/node/p3643_1
Messico,https://www.wikidata.org/wiki/Q96,https://digitalzibaldone.net/node/p3665_1
China,https://www.wikidata.org/wiki/Q29520,https://digitalzibaldone.net/node/p3665_1
europa,https://www.wikidata.org/wiki/Q46,https://digitalzibaldone.net/node/p3665_1
torre di Babele,https://www.wikidata.org/wiki/Q41213,https://digitalzibaldone.net/node/p3666_1
China,https://www.wikidata.org/wiki/Q29520,https://digitalzibaldone.net/node/p3667_1
Messico,https://www.wikidata.org/wiki/Q96,https://digitalzibaldone.net/node/p3667_1
China,https://www.wikidata.org/wiki/Q29520,https://digitalzibaldone.net/node/p3670_1
China,https://www.wikidata.org/wiki/Q29520,https://digitalzibaldone.net/node/p3670_1
europa,https://www.wikidata.org/wiki/Q46,https://digitalzibaldone.net/node/p3672_2
europa,https://www.wikidata.org/wiki/Q46,https://digitalzibaldone.net/node/p3676_1
Germania,https://www.wikidata.org/wiki/Q183,https://digitalzibaldone.net/node/p3680_1
Ven.,https://www.wikidata.org/wiki/Q641,https://digitalzibaldone.net/node/p3682_1
italia,https://www.wikidata.org/wiki/Q38,https://digitalzibaldone.net/node/p3728_1
Spagna,https://www.wikidata.org/wiki/Q29,https://digitalzibaldone.net/node/p3728_1
spagna,https://www.wikidata.org/wiki/Q29,https://digitalzibaldone.net/node/p3728_1
ispagna,https://www.wikidata.org/wiki/Q29,https://digitalzibaldone.net/node/p3728_1
francia,https://www.wikidata.org/wiki/Q142,https://digitalzibaldone.net/node/p3738_1
ispagna,https://www.wikidata.org/wiki/Q29,https://digitalzibaldone.net/node/p3738_1
grecia,https://www.wikidata.org/wiki/Q41,https://digitalzibaldone.net/node/p3738_1
italia,https://www.wikidata.org/wiki/Q38,https://digitalzibaldone.net/node/p3738_1
italia,https://www.wikidata.org/wiki/Q38,https://digitalzibaldone.net/node/p3738_1
italia,https://www.wikidata.org/wiki/Q38,https://digitalzibaldone.net/node/p3738_1
italia,https://www.wikidata.org/wiki/Q38,https://digitalzibaldone.net/node/p3742_3
Italiam,https://www.wikidata.org/wiki/Q38,https://digitalzibaldone.net/node/p3744_2
italia,https://www.wikidata.org/wiki/Q38,https://digitalzibaldone.net/node/p3749_2
italia,https://www.wikidata.org/wiki/Q38,https://digitalzibaldone.net/node/p3749_2
italia,https://www.wikidata.org/wiki/Q38,https://digitalzibaldone.net/node/p3749_2
italia,https://www.wikidata.org/wiki/Q38,https://digitalzibaldone.net/node/p3762_3
Piemonte,https://www.wikidata.org/wiki/Q1216,https://digitalzibaldone.net/node/p3762_3
Lombardia,https://www.wikidata.org/wiki/Q1210,https://digitalzibaldone.net/node/p3762_3
Venezia,https://www.wikidata.org/wiki/Q641,https://digitalzibaldone.net/node/p3762_3
Lombardia,https://www.wikidata.org/wiki/Q1210,https://digitalzibaldone.net/node/p3762_3
Veneziano,https://www.wikidata.org/wiki/Q641,https://digitalzibaldone.net/node/p3762_3
italia,https://www.wikidata.org/wiki/Q38,https://digitalzibaldone.net/node/p3762_3
Roma,https://www.wikidata.org/wiki/Q220,https://digitalzibaldone.net/node/p3762_3
italia,https://www.wikidata.org/wiki/Q38,https://digitalzibaldone.net/node/p3762_3
Venez.,https://www.wikidata.org/wiki/Q641,https://digitalzibaldone.net/node/p3764_1
europa,https://www.wikidata.org/wiki/Q46,https://digitalzibaldone.net/node/p3778_1
America,https://www.wikidata.org/wiki/Q828,https://digitalzibaldone.net/node/p3789_1
Perù,https://www.wikidata.org/wiki/Q419,https://digitalzibaldone.net/node/p3795_2
Indie,https://www.wikidata.org/wiki/Q668,https://digitalzibaldone.net/node/p3795_2
Anvers,https://www.wikidata.org/wiki/Q12892,https://digitalzibaldone.net/node/p3795_2
America,https://www.wikidata.org/wiki/Q828,https://digitalzibaldone.net/node/p3797_1
impero messicano,https://www.wikidata.org/wiki/Q2608489,https://digitalzibaldone.net/node/p3797_1
America meridionale,https://www.wikidata.org/wiki/Q18,https://digitalzibaldone.net/node/p3797_1
America,https://www.wikidata.org/wiki/Q828,https://digitalzibaldone.net/node/p3799_1
Milano,https://www.wikidata.org/wiki/Q490,https://digitalzibaldone.net/node/p3811_4
europa,https://www.wikidata.org/wiki/Q46,https://digitalzibaldone.net/node/p3816_5
Svezia,https://www.wikidata.org/wiki/Q34,https://digitalzibaldone.net/node/p3816_5
Russia,https://www.wikidata.org/wiki/Q159,https://digitalzibaldone.net/node/p3816_5
Alemagna,https://www.wikidata.org/wiki/Q183,https://digitalzibaldone.net/node/p3816_5
europa,https://www.wikidata.org/wiki/Q46,https://digitalzibaldone.net/node/p3816_5
Prussia,https://www.wikidata.org/wiki/Q38872,https://digitalzibaldone.net/node/p3816_5
