id,text
https://digitalzibaldone.net/node/p3505_1,"Certo l'uomo desidererà sempre di esser liberato dai dolori e dai mali ch'egli effettivamente prova, e di conseguire quelli ch'ei crederà beni in questa vita, e di esser felice in questo mõdo[mondo] in ch'egli vive. E non potendo mai lasciare di desiderarlo niente più ch'ei possa ottenerlo, e la religion cristiana non soddisfacendo a questo suo unico e perpetuo desiderio, nè promettendogli di soddisfarlo mai per niun modo, anzi non dandogliene speranza alcuna, segue che le speranze cristiane non sieno atte a consolare effettivamente ﻿ 3506 il mortale, nè ad alleviare i suoi mali nè i suoi desiderii. E la felicità promessa dal Cristianesimo non può al mortale parer mai desiderabile, se non in quanto infinita, anzi in quanto perfetta (chè infinita e non perfetta nol contenterebbe), {e in quanto felicità, astrattamente considerata,} ma non già in quanto tale qual ella è, e di quella natura di ch'ella è. Ed oso dire che la felicità promessa dal paganesimo (e così da altre religioni), così misera e scarsa com'ella è pure, doveva parere molto più desiderabile, massime a un uomo affatto infelice e sfortunato, e la speranza di essa doveva essere molto più atta a consolare e ad acquietare, perchè felicità concepibile e materiale, e della natura di quella che necessariamente si desidera in terra."
https://digitalzibaldone.net/node/p3506_1,"Osservisi che di due future vite, l'una promessa l'altra minacciata dal Cristianesimo, questa fa sul mortale molto maggior effetto di quella. E perchè? perchè ci s'insegna che nell'inferno (e così nel Purgatorio) avrà luogo la pena del senso. Onde ci si rende concepibile nel genere, benchè non concepibile nell'estensione, la pena che dee aver luogo in una vita e in un modo di essere ﻿ 3507 a noi d'altronde inconcepibile non meno che quello de' Beati nel Paradiso. E sebbene noi non possiamo concepire il modo in cui questa pena possa aver luogo nell'altra vita e nell'anime ignude, pur ci si dice ch'ella ha luogo miris sed veris modis * (S. Agostino), restando fermo ch'ella è pena sensibile e materiale; onde noi non sapendo nè immaginando il come, sappiamo però bene e concepiamo il quale sia quella pena."
https://digitalzibaldone.net/node/p3507_1,"E perciò può dirsi con verità che il Cristianesimo è più atto ad atterrire che a consolare, {+o a rallegrare, a dilettare, a pascere colla speranza.} Ed è certissimo infatti che l'influenza da {lui} esercitata sulle azioni degli uomini, {è sempre stata ed è tuttavia come} di religion minacciante assai più che come di religion promettente; ch'egli ha indotto al bene e allontanato dal male, e giovato alla società ed alla morale assai più col timore che colla speranza; che i Cristiani osservarono e osservano i precetti della religion loro più per rispetto dell'inferno e del Purgatorio che del Paradiso. E Dante che riesce a spaventar dell'inferno, non riesce {#1. nè anche poeticamente parlando,} a invogliar punto del Paradiso; ﻿ 3508 e ciò non per mancanza d'arte nè d'invenzione, ec. {+(anzi ambo in lui son somme ec.)} ma per natura de' suoi subbietti e degli uomini. (Similmente, con proporzione, si può discorrere dell'Eliso e dell'inferno degli antichi, {+questo molto più terribile che quello non è amabile;} dello stato de' reprobi e della felicità de' buoni di Platone ec.)."
https://digitalzibaldone.net/node/p3508_1,"È anche certo che siccome il Cristianesimo senza il suo inferno e il suo Purgatorio e {col solo suo Paradiso,} non avrebbe avuta e non avrebbe sulla condotta e sui costumi degli uomini quella influenza ch'egli ebbe ed ha, così non {l'}avrebbe avuta, o minore assai, se e' non avesse minacciato nell'inferno e nel Purgatorio una pena di qualità concepibile, e s'egli avesse solo minacciata la pena del danno ch'è {di qualità} inconcepibile, e di natura diversa dalle pene di questo mondo; benchè non tanto, quanto la beatitudine celeste dalle terrene; perchè noi concepiamo pure e sentiamo per esperienza come ci possa fare infelici la privazione e il desiderio di beni non mai provati, mal conosciuti, ed anche non definibili; dei desiderii vaghi ec. Onde anche non concependo il bene del Paradiso, possiamo in qualche modo concepire come la privazione irreparabile e il desiderio continuo {ed eterno} di esso, possa fare infelici, massime chi sa di non poter esser mai soddisfatto, ﻿ 3509 e pur sempre desidera, e sa d'aver sempre a desiderare, e chi è certo di penar sempre allo stesso modo, e di essere eternamente infelice senza riparo, e senza sollievo alcuno ec. Tutto ciò noi possiamo ben concepire, quasi secondariamente, come possa esser causa di somma infelicità, benchè non possiamo concepirlo primariamente, cioè la qualità di quel bene che nell'inferno ec. si desidera, e la cui privazione e desiderio fa infelici i dannati ec. (23. Sett. 1823.)."
https://digitalzibaldone.net/node/p3509_1,"Niente d'assoluto. - Veggasi il pensiero antecedente, {#1. in particolare p. 3498-9. margine.} nel quale si dimostra che {nè} l'uomo nè alcun vivente non desidera neppur la felicità assolutamente, ma relativamente, e solo s'ella conviene alla di lui propria natura, ed è richiesta dal di lui modo {particolare} di essere ec. e in quanto ella sia tale. ec. Nè perchè una cosa sia felicità, per questo solo ei la desidera, nè si compiace nello sperarla, quando ella non convenga al suo modo di essere ec. - {Si può però dire per un lato, che l'uomo desidera la felicità assolutamente. Veggasi la p. 3506. Ei non desidera tale o tale felicità, s'a lui non conviene: e dovendo desiderare una tale felicità, ei non può desiderar se non la conforme e propria al suo modo di essere. Ma la felicità assolutamente e indeterminatamente considerata, e s'ei così la considera, ei non può non bramarla, cioè in quanto felicità semplicemente.} Di qual cosa par che si possa ragionare più assolutamente che della lunghezza o estensione di una data porzione di tempo? la quale si misura {esattamente} coll'oriuolo, e si divide ﻿ 3510 perfettamente in parti anche minutissime, non col pensiero solo, ma con gl'istrumenti da ciò, e come fosse quasi materia, e queste parti si annoverano e si raccolgono, e il loro numero si conosce colla certezza che dà l'aritmetica. Ora egli è certissimo che la lunghezza di una medesima quantità di tempo ad altri è {veramente} maggiore ad altri minore, e ad un medesimo individuo può essere, ed è, quando maggiore quando minore. Onde può dirsi con verità che una medesima data porzione di tempo or dura più or meno ad un medesimo individuo, ed a chi più a chi meno. Lasciamo stare che il tempo disoccupato, annoiato, {incomodato,} addolorato e simili, riesce e si sente esser più lungo che quel medesimo o altrettanto spazio di tempo, occupato, dilettevole, passato in distrazione e simili; {#1. Nella rimembranza è molte volte il contrario, che più corto pare il tempo passato senza occupazione e uniformemente, perchè allora nella memoria l'una ora l'un dì si confonde e quasi sovrappone coll'altro, in modo che molti paiono un solo, non avendovi differenza tra loro, nè moltitudine di azioni o passioni che si possa numerare, l'idea della qual moltitudine si è quella che produce l'idea della lunghezza del tempo, massime passato ec. Ma di questo pensiero {+altrove s'è scritto} [pp.368-69]} e ciò ad un medesimo individuo, o a diversi individui d'una sola specie in un tempo medesimo, o in tempi di versi[diversi.] Lasciando questo, si osservi che agli animali i quali vivono meno dell'uomo per lor natura, a quelli che vivono al più trent'anni, venti, dieci, cinqu'anni, ﻿ 3511 un anno solo, alcuni mesi, un solo mese, alcuni giorni soltanto (chè egli v'ha {effettivamente} animali {{che rispondano}} a tutte queste differenze di durata, e a cento e mill'altre intermedie); a questi animali, dico, una data porzione di tempo è veramente più lunga e dura più che all'uomo, e tanto più quanto la lor vita naturale è più corta; e l'idea che ciascun d'essi si forma ed acquista naturalmente della durata {e quantità} di una tal porzione qualunque di tempo, è assolutamente maggiore di quella che l'uomo concepisce; {{e maggiore}} in ragione esattamente inversa della lunghezza ordinaria del viver loro. E s'egli è vero {+come dicono,} che nel fiume Apanis nella Scizia vi abbia degli animaletti, tra i quali, quei, i quali essendo nati il mattino, muojono la sera, sono i più vecchi, e muojono carichi di figli, di nipoti, di pronipoti, e di anni, a lor modo * (Genovesi, Meditazioni filosofiche sulla Religione e sulla Morale. Meditaz. 1. Piacere dell'esistenza. § o articolo 12. Bassano, Remondini 1783. p. 26. Vedilo dall'articolo 11. al fine della Meditazione); ﻿ 3512 se questo, dico, è vero (che ben può essere, {#1. Se non è, può essere, e al nostro caso tanto è il poter essere quanto l'essere in fatto. Immaginiamo, se non è, che sia, e come di un'ipotesi discorriamo di quello che necessariamente seguirebbe se così fosse. Essendo l'ipotesi possibilissima e similissima al vero, l'argomento avrà la medesima forza, e tanto nel caso presente varrà e proverà l'immaginazione e la supposizione, quanto la verità, tanto il supposto e l'immaginato quanto il vero ed effettivo.} e se non d'essi animaletti, d'altri, visibili o invisibili; e se no, discorrasi proporzionatamente di quelli che, come di certo si sa, vivono pochissimi giorni), egli è certissimo che l'idea che questi animali si formano e naturalmente acquistano della durata e quantità p. e. di una mezz'ora di tempo, è tanto maggiore della nostra idea, che noi non possiamo pur concepire il quanto. E veramente una mezz'ora dùra per essi indefinibilmente più che per noi, stante la rapidità delle loro azioni, {sensazioni,} passioni ed eventi; il velocissimo succedersi di questi, gli uni agli altri; la inconcepibile prontezza del loro sviluppo; la rapidità, per così dire, della lor vita ed esistenza; e stante ch'essi in una mezz'ora, in un minuto, vivono ed esistono, si può ben dire, assai più che noi nè gli altri più macrobii animali, in quel medesimo spazio, non fanno; e la loro esistenza in un minuto è veramente di quantità e d'intensità ec. maggiore che la nostra non è, in altrettanto spazio, e che noi non possiamo pure immaginare. In contrario senso ragionisi dell'idea che dovettero aver gli uomini naturalmente della durata e quantità di una data porzione di tempo, quando la ﻿ 3513 la lor vita naturale era strabocchevolmente più lunga della presente; e proporzionatamente dell'idea che debbono averne le nazioni (se ve n'ha) che vivono ordinariamente più di noi (siccome v'ha certo di quelle che vivono meno, e prestissimo giungono alla maturità, e ciò ne' climi caldi, come nell'America meridionale, ove le donne si maritano di 10 o 12 anni, e tra gli orientali ec. {V. p. 3898.} e vedi a questo proposito l'Indica di Arriano, c. 9. sect. 1-8. e Plinio se ha nulla ec.); e dell'idea che n'hanno gli animali più longevi dell'uomo, come l'elefante, il cervo, la cornice, la tartaruga, alla quale pigrissima e tardissima nelle sue operazioni, la natura diede, non lunghissima vita, ma moltissimi anni. E dico, non lunghissima vita, perch'ella stante la tardità de' suoi movimenti ed azioni, alla quale corrisponde quella del suo incremento e sviluppo naturale ec. e di tutta la sua natura, vive ed esiste in un dato spazio di tempo assai meno che l'uomo in altrettanto spazio non fa. E così proporzionatamente gli altri animali più longevi di noi. E dalle suddette osservazioni si raccoglie che la somma {e quantità} della vita, e però la ﻿ 3514 durata e lunghezza della medesima, è generalmente e appresso a poco altrettanta in effetto negli animali ed esseri brachibiotati, che ne' macrobiotati e negl'intermedii, e niente {minore,} e così viceversa. Onde la durata di un medesimo spazio di tempo è naturalmente e generalmente {e costantemente} {+salve le varie circostanze della vita di una stessa specie e individuo, accennate di sopra, come la noia, il piacere ec. che variano l'idea e 'l sentimento della durata ec. sempre però dentro i limiti e la proporzione e in rispetto dell'idea d'essa durata, propria particolarmente della specie per sua natura ec.} per gli uni maggiore per gli altri minore ec. e non si può determinare ec. nè giudicarne assolutamente come noi facciamo ec. (24. Sett. 1823.)."
https://digitalzibaldone.net/node/p3514_1,"Transito as, da transeo - transitus. V. il Forcell. in Transitans. Oggi questo verbo ci è comune, e lo trovo ancora nello spagn. moderno, e mi par eziandio nel francese. Ma in tutte tre queste lingue egli è piuttosto termine di gazzetta (inutilissimo), che voce degna della lingua ec. (25. Sett. 1823.)."
https://digitalzibaldone.net/node/p3514_2,"Alla p. 2984. Vieil da veculus come oeil da oculus, oreille da auricula o aurecula (corrottamente) ec. vermeil, vermiglio, vermejo da vermiculus o vermeculus ec. Sommeil è certamente un somniculus diminutivo, preso in senso positivo, come somme da somnus. Resta però il senso diminutivo ﻿ 3515 a sommeiller che vien da somniculare come il nostro sonnecchiare, e che serve a confermar la derivazione di sommeil da somniculus. Appareil; apparecchio, apparecchiare, {sparecchio ec.}; aparejo, aparejar dimostrano un diminutivo positivato appariculare per apparare, (come misculare per miscere, di cui altrove [pp. 2280-81] [pp. 2385-86] [p. 3182]), appariculus per apparatus; voci ignote nel buon latino, ma comuni alle tre lingue figlie. V. Glossar. ec. (25. Sett. 1823.). { Parecchi, pareil, onde appareiller, sono da pariculus ec. V. Gloss. ec. parejo (cioè par) parejura ec. Pelleja, pellejo, pellico; pelliccia; pelisse; spag. moderno pellìz, da pellicula ec. Lo spagn. ha anche il positivo, piel. Semilla. Soleil. Ouaille da ovicula ec, come oveja spagn.}"
https://digitalzibaldone.net/node/p3515_1,"A quello che altrove ho detto [pp. 980-81] [p. 2358] di occhio e di ojo {formati regolarmente} da oculus, non da ocus, come potrebbe parere, aggiungasi che anche œil viene manifestamente da oculus (v. la pag. qui dietro [p. 3514,2]), e non potrebbe venire da ocus. Aggiungi ancora a quello che ho detto in tal proposito, che da somniculosus abbiam fatto oltre sonnacchioso e sonnocchioso, anche sonnoglioso e sonniglioso, mutato il cul in gli, come in vermiglio da vermiculus, di cui v. pur la pag. antecedente [p. 3514,2], {+e in periglio da periculum, e in coniglio (conejo) da cuniculus. Quindi i diminutivi spagn. in illo, da iculus.} (25. Sett. 1823.). {{Abbiamo anche sonnoloso.}}"
https://digitalzibaldone.net/node/p3516_1,"﻿ 3516 Axilla era voce antiquata fin dal tempo di Cicerone, e sostituitavi ala (v. Forc. in Axilla, in X ec.). Antiquata nel parlare e nello scrivere colto. Ora il volgo conservolla sempre, tanto che la trasmise a noi, i quali usiamo ancora volgarmente e tuttodì questa voce latina che al tempo di Cic. era già disusata. Ascella, aisselle. Così dite di maxilla, (mascella, mexilla), che pur si trova usata da scrittori posteriori, ma ciò dovette esser con poca eleganza. Ala e mala che al tempo di Cic. in questi significati erano più recenti e più usate di quell'altre, oggi, restando queste, sono esse affatto perdute in tali significazioni. (25. Sett. 1823.). {{Al contrario palus è rimasto, paxillus perduto; velum è rimasto, vixillum non è per noi che voce poetica ec. (25. Sett. 1823.).}}"
https://digitalzibaldone.net/node/p3516_2,"Testa si dice anche per ogni genere di coccia, come di quella de' pesci, onde la tartaruga è detta testudo ec. Quindi si conferma la congettura da me altrove fatta [p. 32] sopra l'origine del dir testa, cioè coccia per capo. Si cominciò a dar quel nome al cranio, ed è metafora o metonimia ec. molto naturale. V. Forcell. (25. Sett. 1823.)."
