par_id,surface,start,end,wikidata,type,match,pattern
p4157_3,Bologna,88,95,Q1891,LOC,exact,
p2995_1,Buommattei,405,415,Q3638052,PER,partial,Benedetto Buommattei
p2740_1,Claudio,470,477,Q1411,PER,exact,
p2740_1,Palamede,4198,4206,Q252387,PER,exact,
p2740_1,Simonide,4317,4325,Q273003,PER,exact,
p2740_1,Plinio,412,418,Q82778,PER,partial,Gaio Plinio Secondo
p2740_1,Plinio,4180,4186,Q82778,PER,partial,Gaio Plinio Secondo
p1055_2,Venezia,190,197,Q641,LOC,exact,
p1055_2,Locke,183,188,Q9353,PER,partial,Giovanni Locke
p1055_2,Soave,128,133,Q3081091,PER,partial,Giovanni Francesco Soave
p3438_1,italia,428,434,Q38,LOC,exact,
p3438_1,Roma,452,456,Q220,LOC,exact,
p3438_1,Voltaire,1325,1333,Q9068,PER,exact,
p3438_1,Voltaire,1404,1412,Q9068,PER,exact,
p3438_1,Algarotti,1229,1238,Q439081,PER,partial,Francesco Algarotti
p323_1,Staël,486,491,Q123041,PER,partial,Anne Louise Germaine de Staël
p3472_1,Isocrate,876,884,Q221182,PER,exact,
p3472_1,Plutarco,3325,3333,Q41523,PER,exact,
p3472_1,Senofonte,889,898,Q129772,PER,exact,
p3472_1,Senofonte,2432,2441,Q129772,PER,exact,
p3472_1,Senofonte,2579,2588,Q129772,PER,exact,
p3472_1,Senofonte,2676,2685,Q129772,PER,exact,
p3472_1,Senofonte,3298,3307,Q129772,PER,exact,
p3472_1,Socrate,2922,2929,Q913,PER,exact,
p3472_1,Socrate,3286,3293,Q913,PER,exact,
p3472_1,Teofrasto,2306,2315,Q160362,PER,exact,
p3960_1,Maria,87,92,Q345,PER,exact,
p3558_2,Tacito,691,697,Q2161,PER,exact,
p124_1,Omero,1245,1250,Q6691,PER,exact,
p124_1,Omero,1370,1375,Q6691,PER,exact,
p641_1,grecia,993,999,Q11772,LOC,exact,
p641_1,Lucrezio,580,588,Q47154,PER,exact,
p641_1,Platone,827,834,Q859,PER,exact,
p641_1,Platone,1024,1031,Q859,PER,exact,
p641_1,Platone,1886,1893,Q859,PER,exact,
p641_1,Menag,1696,1701,Q648856,PER,levenshtein,Menagio
p4479_3,Mil.,571,575,Q490,LOC,exact,
p4479_3,Antonini,644,652,Q3202662,PER,exact,
p4479_3,Archita,1005,1012,Q202001,PER,exact,
p4479_3,Archita,1055,1062,Q202001,PER,exact,
p4479_3,Archita,1098,1105,Q202001,PER,exact,
p4479_3,Crisippo,326,334,Q211411,PER,exact,
p4479_3,Crisippo,390,398,Q211411,PER,exact,
p4479_3,Pirrone,211,218,Q192313,PER,exact,
p4479_3,Platone,414,421,Q859,PER,exact,
p4479_3,Orelli,131,137,Q119310,PER,partial,Johann Caspar von Orelli
p4479_3,Visconti,529,537,Q691834,PER,partial,Ennio Quirino Visconti
p2809_1,Marca,662,667,Q1279,LOC,exact,
p2809_1,Torino,1203,1209,Q495,LOC,exact,
p2809_1,Venez.,1349,1355,Q641,LOC,exact,
p2809_1,Venez.,1530,1536,Q641,LOC,exact,
p2809_1,Ven.,1673,1677,Q641,LOC,exact,
p2809_1,Comin da Trino di Monferrato,1682,1710,Q59629485,PER,exact,
p2809_1,Gabriel Giolito de' Ferrari,1365,1392,Q1490296,PER,exact,
p2809_1,Papa Leone X,1127,1139,Q49237,PER,exact,
p2809_1,Paolo Manuzio,1513,1526,Q941151,PER,exact,
p2809_1,Roscoe,1766,1772,Q2635090,PER,exact,
p109_4,europa,1874,1880,Q46,LOC,exact,
p109_4,Bossuet,1257,1264,Q294100,PER,exact,
p109_4,Fenelon,1269,1276,Q310002,PER,exact,
p109_4,Fenelon,1909,1916,Q310002,PER,exact,
p109_4,Amyot,1634,1639,Q462371,PER,partial,Jacques Amyot
p109_4,Beccaria,26,34,Q223723,PER,partial,Cesare Beccaria
p2012_1,Rome,709,713,Q220,LOC,exact,
p2012_1,Mai,577,580,Q304825,PER,partial,Angelo Mai
p1084_1,Mariana,464,471,Q939889,PER,partial,Juan de Mariana
p1084_1,Mariana,711,718,Q939889,PER,partial,Juan de Mariana
p1084_1,Mariana,817,824,Q939889,PER,partial,Juan de Mariana
p1084_1,Marivaux,415,423,Q49478,PER,partial,Pierre Carlet de Chamblain de Marivaux
p3071_1,Gellio,529,535,Q294800,PER,exact,
p3552_1,Dante,435,440,Q1067,PER,exact,
p4308_2,Rom.,56,60,Q220,LOC,exact,
p4151_12,Bologna,218,225,Q1891,LOC,exact,
p4151_12,Antigono,335,343,Q554362,PER,partial,Antigono di Caristo
p4151_12,Flegone,189,196,Q138531,PER,levenshtein,Flegonte
p324_1,Francia,126,133,Q142,LOC,exact,
p324_1,italia,216,222,Q38,LOC,exact,
p324_1,Fénélon,400,407,Q310002,PER,levenshtein,Fénelon
p324_1,Luigi,137,142,Q7742,PER,partial,Luigi XIV di Borbone
p324_1,Luigi,281,286,Q7742,PER,partial,Luigi XIV di Borbone
p4127_9,Paris,879,884,Q90,LOC,exact,
p4127_9,Volney,693,699,Q466093,PER,partial,"Constantin-François de Chassebœuf de
                            Volney"
p246_3,Petrarca,759,767,Q1401,PER,exact,
p4330_4,Firenze,780,787,Q2044,LOC,exact,
p4330_4,S. Lorenzo,768,778,Q17590,PER,exact,
p24_2,Vienna,831,837,Q1741,LOC,exact,
p1052_1,Luigi,133,138,Q7742,PER,partial,Luigi XIV di Borbone
p4214_3,Bolog.,1585,1591,Q1891,LOC,exact,
p4214_3,Archiloco,1362,1371,Q201323,PER,exact,
p4214_3,Boccaccio,1440,1449,Q1402,PER,exact,
p4214_3,Dante,1423,1428,Q1067,PER,exact,
p4214_3,Erodoto,1384,1391,Q26825,PER,exact,
p4214_3,Esiodo,1354,1360,Q44233,PER,exact,
p4214_3,Ippocrate,1373,1382,Q5264,PER,exact,
p4214_3,Omero,1347,1352,Q6691,PER,exact,
p4214_3,Petrarca,1430,1438,Q1401,PER,exact,
p2349_1,Virgilio,315,323,Q1398,PER,exact,
p2349_1,Virgilio,530,538,Q1398,PER,exact,
p2349_1,Iuno,458,462,Q125046,PER,partial,Iuno Pronuba
p2662_1,Roma,188,192,Q220,LOC,exact,
p2507_1,Omero,494,499,Q6691,PER,exact,
p4302_4,Napoli,51,57,Q2634,LOC,exact,
p4302_4,Napoli,133,139,Q2634,LOC,exact,
p4302_4,Petrarca,102,110,Q1401,PER,exact,
p4302_4,Costanzo,25,33,Q2849524,PER,partial,Angelo di Costanzo
p4471_2,Vieusseux,55,64,Q3106952,PER,partial,Giovanni Pietro Vieusseux
p4116_1,San Lorenzo,134,145,Q17590,PER,exact,
p4116_1,Licofrone,103,112,Q432737,PER,exact,
p4116_1,Stobeo,50,56,Q444079,PER,exact,
p4140_4,Petr,42,46,Q1401,PER,levenshtein,Petrarca
p3317_1,Svetonio,43,51,Q10133,PER,exact,
p3317_1,Pitisco,93,100,Q7412401,PER,partial,Samuele Pitisco
p4135_4,V. Toup,48,55,Q3183484,PER,partial,Jonathan Toup
p4224_1,Gale,165,169,Q2424128,PER,partial,Thomas Gale
p4282_2,V. Forcellini,24,37,Q550353,PER,partial,Egidio Forcellini
p2538_1,Caro,1722,1726,Q566851,PER,partial,Annibale Caro
p2538_1,Caro,1742,1746,Q566851,PER,partial,Annibale Caro
p1717_1,Periandro,61,70,Q328793,PER,exact,
p111_1,Arriano,116,123,Q31845,PER,exact,
p4092_1,Buffon,369,375,Q229264,PER,exact,
p4092_1,Buffon,809,815,Q229264,PER,exact,
p2239_2,Cicerone,722,730,Q1541,PER,exact,
p2239_2,Cicerone,877,885,Q1541,PER,exact,
p2239_2,Demostene,697,706,Q117253,PER,exact,
p2239_2,Demostene,839,848,Q117253,PER,exact,
p3884_1,Prussia,240,247,Q38872,LOC,exact,
p3884_1,Rémusberg,294,303,Q537268,LOC,exact,
p3884_1,Ariosto,934,941,Q48900,PER,exact,
p3884_1,Dante,871,876,Q1067,PER,exact,
p3884_1,Petrarca,964,972,Q1401,PER,exact,
p3884_1,Marchesa du Châtelet,269,289,Q7286,PER,partial,Émilie du Châtelet
p3884_1,Federico,642,650,Q33550,PER,partial,Federico II di Prussia
p3884_1,Federico,829,837,Q33550,PER,partial,Federico II di Prussia
p3884_1,Federico,1021,1029,Q33550,PER,partial,Federico II di Prussia
p2982_1,Omero,36,41,Q6691,PER,exact,
p2982_1,Omero,646,651,Q6691,PER,exact,
p4073_1,Cambrai,75,82,Q181285,LOC,exact,
p4073_1,Affrica,209,216,Q15,LOC,exact,
p4073_1,Gerusalemme,269,280,Q1218,LOC,exact,
p4490_2,Borghesi,582,590,Q581258,PER,partial,Bartolomeo Borghesi
p2836_2,Boccaccio,3967,3976,Q1402,PER,exact,
p2836_2,Petrarca,3220,3228,Q1401,PER,exact,
p2836_2,Petrarca,3356,3364,Q1401,PER,exact,
p2836_2,Petrarca,4133,4141,Q1401,PER,exact,
p2836_2,Petrarca,4186,4194,Q1401,PER,exact,
p2836_2,Caro,4926,4930,Q566851,PER,partial,Annibale Caro
p3074_2,Ulpiano,381,388,Q310076,PER,exact,
p3074_2,Gruter,99,105,Q64263,PER,levenshtein,Jan Gruter
p1043_1,L'inghilterra,0,13,Q21,LOC,exact,
p1043_1,Francia,582,589,Q142,LOC,exact,
p1043_1,italia,595,601,Q38,LOC,exact,
p1043_1,italia,1034,1040,Q38,LOC,exact,
p1043_1,spagna,1062,1068,Q29,LOC,exact,
p1043_1,europa,1117,1123,Q46,LOC,exact,
p1043_1,Montesquieu,456,467,Q15975,PER,exact,
p4492_7,Foscolo,367,374,Q166234,PER,exact,
p4117_1,Oxon.,163,168,Q34217,LOC,exact,
p4117_1,Maria,220,225,Q345,PER,exact,
p4117_1,Toup,157,161,Q3183484,PER,partial,Jonathan Toup
p4145_3,Paris,134,139,Q90,LOC,exact,
p4145_3,Scarron,204,211,Q551725,PER,exact,
p2171_1,Staël,48,53,Q123041,PER,partial,Anne Louise Germaine de Staël
p47_3,Celso,2273,2278,Q312420,PER,exact,
p4464_2,Callimaco,19,28,Q192417,PER,exact,
p4464_2,Callimaco,234,243,Q192417,PER,exact,
p4464_2,Menag,196,201,Q648856,PER,levenshtein,Menagio
p4464_2,Orelli,134,140,Q119310,PER,partial,Johann Caspar von Orelli
p4464_2,Teone,257,262,Q405173,PER,partial,Elio Teone
p1464_2,Petrarca,1303,1311,Q1401,PER,exact,
p4408_2,Constant,405,413,Q123089,PER,partial,Henri-Benjamin Constant de Rebecque
p4417_7,Carlo,74,79,Q77981274,PER,partial,Carlo Orazio Leopardi
p724_1,Parigi,94,100,Q90,LOC,exact,
p724_1,Floro,55,60,Q316483,PER,exact,
p724_1,Petrarca,249,257,Q1401,PER,exact,
p1145_1,Romę,416,420,Q220,LOC,exact,
p1170_2,Omero,876,881,Q6691,PER,exact,
p4188_8,Bologna,216,223,Q1891,LOC,exact,
p3284_1,Perticari,66,75,Q3769747,PER,partial,Giulio Perticari di Savignano
p1987_1,Omero,282,287,Q6691,PER,exact,
p2677_1,Cartagine,688,697,Q2429397,LOC,exact,
p2677_1,Fir.,1751,1755,Q2044,LOC,exact,
p2677_1,isola di Chio,1903,1916,Q160483,LOC,exact,
p2677_1,Marcello Adriani il giovane,1711,1738,Q3845526,PER,exact,
p2677_1,Demo,1859,1863,Q651941,PER,exact,
p2677_1,Demo,2411,2415,Q651941,PER,exact,
p2677_1,Plutarco,1598,1606,Q41523,PER,exact,
p2677_1,Plutarco,2194,2202,Q41523,PER,exact,
p4319_2,Troie,65,70,Q22647,LOC,exact,
p4319_2,Athènes,2420,2427,Q844930,LOC,exact,
p4319_2,M. Müller,2111,2120,Q57879,PER,partial,Wilhelm Müller
p3571_2,Pitisco,225,232,Q7412401,PER,partial,Samuele Pitisco
p3571_2,Sveton,179,185,Q10133,PER,levenshtein,Suetonio
p4197_7,Suetonio,159,167,Q10133,PER,exact,
p4197_7,Sueton,140,146,Q10133,PER,levenshtein,Suetonio
p2821_2,Forcellini,314,324,Q550353,PER,partial,Egidio Forcellini
p4208_3,Chersoneso di Tracia,88,108,Q5092567,LOC,exact,
p4208_3,Bolog.,257,263,Q1891,LOC,exact,
p4208_3,Conone,0,6,Q709305,PER,exact,
p4208_3,Fozio,16,21,Q243187,PER,exact,
p4208_3,Pallene,118,125,Q4342721,PER,exact,
p4208_3,Partenio,219,227,Q729109,PER,partial,Partenio di Nicea
p3477_4,Dante,881,886,Q1067,PER,exact,
p3477_4,Orazio,805,811,Q6197,PER,exact,
p3477_4,Omero,788,793,Q6691,PER,exact,
p3477_4,Ovidio,813,819,Q7198,PER,exact,
p3477_4,Virgilio,795,803,Q1398,PER,exact,
p3477_4,Monti,47,52,Q723643,PER,partial,Vincenzo Monti
p3477_4,Monti,269,274,Q723643,PER,partial,Vincenzo Monti
p3477_4,Monti,684,689,Q723643,PER,partial,Vincenzo Monti
p3477_4,Monti,979,984,Q723643,PER,partial,Vincenzo Monti
p3477_4,Monti,1291,1296,Q723643,PER,partial,Vincenzo Monti
p3477_4,Monti,1483,1488,Q723643,PER,partial,Vincenzo Monti
p3477_4,Monti,1627,1632,Q723643,PER,partial,Vincenzo Monti
p4245_5,Ven.,27,31,Q641,LOC,exact,
p4245_5,Alberti,93,100,Q3080944,PER,partial,Francesco Alberti di Villanova
p4042_1,Friburgo,49,57,Q2833,LOC,exact,
p3390_1,europa,40,46,Q46,LOC,exact,
p3390_1,italia,53,59,Q38,LOC,exact,
p3390_1,italia,749,755,Q38,LOC,exact,
p3390_1,Ven.,806,810,Q641,LOC,exact,
p3390_1,Redi,431,435,Q311187,PER,exact,
p3390_1,Bembo,787,792,Q334188,PER,partial,Pietro Bembo
p3390_1,Salvini,441,448,Q349065,PER,partial,Antonio Maria Salvini
p3390_1,V. Speroni Oraz,758,773,Q352663,PER,partial,Sperone Speroni
p490_1,Platone,736,743,Q859,PER,exact,
p490_1,Talete,118,124,Q36303,PER,exact,
p490_1,Diogene Cinico,864,878,Q59180,PER,partial,Diogene di Sinope
p490_1,Diogene Cynico,1048,1062,Q59180,PER,partial,Diogene di Sinope
p490_1,Thalete,201,208,Q36303,PER,levenshtein,Talete
p294_1,Milano,366,372,Q490,LOC,exact,
p294_1,Orazio,4973,4979,Q6197,PER,exact,
p1445_1,Meursio,210,217,Q547901,PER,partial,Giovanni Meursio
p4112_4,Milan,80,85,Q490,LOC,exact,
p4112_4,Cervantes,49,58,Q5682,PER,exact,
p399_1,Adamo,158,163,Q70899,PER,exact,
p399_1,Adam,79,83,Q70899,PER,levenshtein,Adamo
p591_1,Cicerone,168,176,Q1541,PER,exact,
p3742_3,italia,921,927,Q38,LOC,exact,
p3742_3,Speroni,2252,2259,Q352663,PER,partial,Sperone Speroni
p3980_1,Amberes,704,711,Q12892,LOC,exact,
p3980_1,Sancho,439,445,Q630823,PER,partial,Proverbi di Sancho Panza
p2302_1,Apuleio,2989,2996,Q170512,PER,exact,
p2302_1,Frontone,2712,2720,Q317055,PER,exact,
p2302_1,Monti,2333,2338,Q723643,PER,partial,Vincenzo Monti
p4414_3,Erodoto,529,536,Q26825,PER,exact,
p4414_3,Omero,75,80,Q6691,PER,exact,
p4414_3,Omero,188,193,Q6691,PER,exact,
p4414_3,Omero,421,426,Q6691,PER,exact,
p4414_3,Omero,589,594,Q6691,PER,exact,
p4414_3,Omero,712,717,Q6691,PER,exact,
p4414_3,Ossian,22,28,Q15837802,PER,exact,
p2087_2,Staël,152,157,Q123041,PER,partial,Anne Louise Germaine de Staël
p4234_1,V. Maffei,68,77,Q1587432,PER,partial,"Francesco Scipione, marchese di Maffei"
p4234_1,Rubbi,136,141,Q16560637,PER,partial,Andrea Rubbi
p3761_3,Niebuhr,271,278,Q60586,PER,exact,
p3761_3,Alberti,481,488,Q3080944,PER,partial,Francesco Alberti di Villanova
p3761_3,Richelet,451,459,Q1236889,PER,partial,César-Pierre Richelet
p2504_1,italia,1050,1056,Q38,LOC,exact,
p2504_1,Dante,827,832,Q1067,PER,exact,
p2504_1,Dante,1708,1713,Q1067,PER,exact,
p2504_1,Omero,1846,1851,Q6691,PER,exact,
p4169_2,Fedro,25,30,Q52166,PER,exact,
p4169_2,V. Monti,227,235,Q723643,PER,partial,Vincenzo Monti
p1014_2,Scozia,178,184,Q22,LOC,exact,
p1014_2,Galles,200,206,Q25,LOC,exact,
p1014_2,Beda,18,22,Q154938,PER,exact,
p1014_2,Beda,513,517,Q154938,PER,exact,
p989_1,Preneste,817,825,Q2107419,LOC,exact,
p989_1,Italia,879,885,Q38,LOC,exact,
p989_1,Roma,1132,1136,Q1747689,LOC,exact,
p989_1,Eliano,761,767,Q313782,PER,exact,
p989_1,Appiano,1120,1127,Q190368,PER,exact,
p989_1,Frontone,574,582,Q317055,PER,exact,
p989_1,Frontone,1150,1158,Q317055,PER,exact,
p989_1,Frontone,1224,1232,Q317055,PER,exact,
p989_1,Filostrato,909,919,Q2274948,PER,exact,
p989_1,Romano,846,852,Q313782,PER,levenshtein,Eliano
p3186_1,Donato,4973,4979,Q247137,PER,exact,
p3186_1,Mecenate,5076,5084,Q8833,PER,exact,
p3186_1,Virgilio,4994,5002,Q1398,PER,exact,
p3186_1,Virgilio,5103,5111,Q1398,PER,exact,
p3186_1,Alfieri,5722,5729,Q296244,PER,partial,Vittorio Amedeo Alfieri
p3186_1,Melisso,5044,5051,Q8800,PER,partial,Gaio Melisso Mecenate
p3347_1,Germania,2549,2557,Q183,LOC,exact,
p3347_1,Germania,3778,3786,Q183,LOC,exact,
p3347_1,Germania,3941,3949,Q183,LOC,exact,
p3347_1,europa,3540,3546,Q46,LOC,exact,
p3347_1,mezzogiorno d'Europa,3834,3854,Q27449,LOC,exact,
p3347_1,San-Marino,3926,3936,Q238,LOC,exact,
p3347_1,Lutero,2705,2711,Q9554,PER,exact,
p3347_1,Saxe-Gotha,4058,4068,Q700229,PER,exact,
p4433_2,Maleventum,40,50,Q105706880,LOC,exact,
p4433_2,Maleventum,351,361,Q105706880,LOC,exact,
p4433_2,Samnium,100,107,Q105706880,LOC,exact,
p4433_2,Maleventũ,556,565,Q105706880,LOC,exact,
p4346_1,Plato,604,609,Q859,PER,levenshtein,Platone
p4346_1,Wolf,858,862,Q65337,PER,partial,Friedrich August Wolf
p1281_3,Basileę,579,586,Q78,LOC,exact,
p1281_3,Ducange,1762,1769,Q442240,PER,exact,
p4509_5,Alberti,27,34,Q3080944,PER,partial,Francesco Alberti di Villanova
p4397_2,Esiodo,344,350,Q44233,PER,exact,
p4397_2,Athen,309,314,Q294923,PER,levenshtein,Ateneo
p4014_5,V. lo Scapula,53,66,Q3179685,PER,partial,Joannes Scapula
p2221_2,Didone,93,99,Q905162,PER,exact,
p2221_2,Oraz.,779,784,Q6197,PER,levenshtein,Orazio
p2221_2,Virg,858,862,Q1398,PER,levenshtein,Virgilio
p4312_2,Férussac,127,135,Q32376,PER,exact,
p3593_1,Rinaldo,311,318,Q16596667,PER,exact,
p3593_1,Ugone,283,288,Q1053313,PER,exact,
