par_id,surface,start,end,identifier,type,match,pattern
https://digitalzibaldone.net/node/p2703_1,Richelet,809,817,Q1236889,PER,exact,
https://digitalzibaldone.net/node/p2705_1,Perticari,127,136,Q3769747,PER,exact,
https://digitalzibaldone.net/node/p2705_3,Perticari,589,598,Q3769747,PER,exact,
https://digitalzibaldone.net/node/p2705_3,Monti,623,628,Q723643,PER,exact,
https://digitalzibaldone.net/node/p2717_1,Fedro,262,267,Q554535,PER,exact,
https://digitalzibaldone.net/node/p2718_1,Perticari,2199,2208,Q3769747,PER,exact,
https://digitalzibaldone.net/node/p2728_1,Buffon,2656,2662,Q229264,PER,exact,
https://digitalzibaldone.net/node/p2728_1,Buffon,3153,3159,Q229264,PER,exact,
https://digitalzibaldone.net/node/p2728_1,Bailly,2201,2207,Q1685301,PER,exact,
https://digitalzibaldone.net/node/p2734_1,Maffei,314,320,Q1587432,PER,exact,
https://digitalzibaldone.net/node/p2734_1,Africano,396,404,Q317014,PER,exact,
https://digitalzibaldone.net/node/p2734_1,Samuele Aniese,959,973,Q3036364,PER,exact,
https://digitalzibaldone.net/node/p2740_1,Plinio,4180,4186,Q82778,PER,exact,
https://digitalzibaldone.net/node/p2740_1,Simonide,4317,4325,Q273003,PER,exact,
https://digitalzibaldone.net/node/p2740_1,Palamede,4198,4206,Q252387,PER,exact,
https://digitalzibaldone.net/node/p2762_1,Omero,2096,2101,Q6691,PER,exact,
https://digitalzibaldone.net/node/p2762_1,Omero,2695,2700,Q6691,PER,exact,
https://digitalzibaldone.net/node/p2762_1,Virgilio,2338,2346,Q1398,PER,exact,
https://digitalzibaldone.net/node/p2762_1,Enea,2375,2379,Q82732,PER,exact,
https://digitalzibaldone.net/node/p2762_1,Didone,2529,2535,Q905162,PER,exact,
https://digitalzibaldone.net/node/p2762_1,Chateaubriand,2587,2600,Q49767,PER,exact,
https://digitalzibaldone.net/node/p2762_1,Luciano,2715,2722,Q177847,PER,exact,
https://digitalzibaldone.net/node/p2767_1,Omero,2262,2267,Q6691,PER,exact,
https://digitalzibaldone.net/node/p2767_1,Achille,2298,2305,Q41746,PER,exact,
https://digitalzibaldone.net/node/p2767_1,Achille,2523,2530,Q41746,PER,exact,
https://digitalzibaldone.net/node/p2771_1,Caro,241,245,Q566851,PER,exact,
https://digitalzibaldone.net/node/p2771_3,Senofon.,2548,2556,Q129772,PER,exact,
https://digitalzibaldone.net/node/p2775_1,Scapula,734,741,Q3179685,PER,exact,
https://digitalzibaldone.net/node/p2775_1,Schrevel,819,827,Q377100,PER,exact,
https://digitalzibaldone.net/node/p2776_1,Scap.,849,854,Q3179685,PER,exact,
https://digitalzibaldone.net/node/p2776_1,Cic.,2113,2117,Q1541,PER,exact,
https://digitalzibaldone.net/node/p2778_1,Ammon.,1690,1696,Q695923,PER,exact,
https://digitalzibaldone.net/node/p2783_1,Perticari,736,745,Q3769747,PER,exact,
https://digitalzibaldone.net/node/p2786_1,Scapula,2187,2194,Q3179685,PER,exact,
https://digitalzibaldone.net/node/p2786_1,Visconti,2057,2065,Q691834,PER,exact,
https://digitalzibaldone.net/node/p2786_1,Visconti,2231,2239,Q691834,PER,exact,
https://digitalzibaldone.net/node/p2786_1,Tusano,2200,2206,Q21543031,PER,exact,
https://digitalzibaldone.net/node/p2790_1,Terra,551,556,Q93172,PER,exact,
https://digitalzibaldone.net/node/p2793_2,Fabric.,230,237,Q61894,PER,exact,
https://digitalzibaldone.net/node/p2793_2,Porfirio,2553,2561,Q203445,PER,exact,
https://digitalzibaldone.net/node/p2793_2,Holstenio,2626,2635,Q322331,PER,exact,
https://digitalzibaldone.net/node/p2796_1,Χορικίου Σοϕιστοῦ,467,484,Q510659,PER,exact,
https://digitalzibaldone.net/node/p2796_1,Προκοπίῳ Σοϕιστῇ,500,516,Q557776,PER,exact,
https://digitalzibaldone.net/node/p2796_1,Procopium,543,552,Q557776,PER,exact,
https://digitalzibaldone.net/node/p2799_1,Fabric.,1302,1309,Q61894,PER,exact,
https://digitalzibaldone.net/node/p2804_1,Oraz.,3152,3157,Q6197,PER,exact,
https://digitalzibaldone.net/node/p2811_2,Moeridis,25,33,Q1178430,PER,exact,
https://digitalzibaldone.net/node/p2811_2,Fabric.,332,339,Q61894,PER,exact,
https://digitalzibaldone.net/node/p2823_1,Perticari,2136,2145,Q3769747,PER,exact,
