id,surface,type,start_pos,end_pos,left_context,right_context
p2793_2,Summum,PER,214,220,"[2793,2] Gli scrittori greci de' secoli medii e bassi, cioè dal terzo inclusive in poi, sono pieni d'improprietà di lingua (com'è quella di Coricio sofista del sesto secolo nell'Orazione εἰς Σοῦμμον στρατηλάτην in "," ducem, §. 11. ap. Fabric. B. G. edit. vet. vol. 8. p. 869. lib. 5. cap. 31. di usare la voce δικαστής in vece di κριτής o di μάρτυς), pieni di frasi strane quanto alla lingua, pieni di solecismi, e di mille contravvenzioni alle antiche regole della sintassi e grammatica greca, ma non hanno barbarismi. La loro lingua per tutto ciò che appartiene all'eleganza, è diversissima da quella degli antichi scrittori: ma per tutto il resto è la stessa. Si può dir ch'essi ignorino il buon uso della lingua che scrivono, che non la sappiano adoperare; ma la lingua che scrivono è quella degli antichi: quella che gli antichi scrissero ﻿ 2794 bene, essi la scrivono male. Molte {loro} parole che non si trovano negli antichi, sono però cavate dal fondo della lingua greca o per derivazione o per composizione ec.; rade volte ripugnano all'indole d'essa lingua, e per esser chiamate buone, greche, pure e di buona lega, non manca loro se non la sanzione dell'antichità. In somma il grecismo di questi scrittori è per lo più cattivo o pessimo, ma la loro lingua è pura. Le voci e frasi poetiche versate a due mani nelle prose, le voci o frasi antiquate, le metafore o strane affatto e barbare, o poetiche, non offendono la purità della lingua, ed appartengono piuttosto al conto dello stile. Il periodo di questi scrittori, il giro della dicitura, per lo più rotto, slegato, saltellante, ineguale, ovvero intralciato, duro, aspro, monotono, e lontanissimo dalla semplicità e dalla maestà dell'antica elocuzione greca, appartiene certo in gran parte alla lingua, al cui genio è contrarissima la struttura dell'orazione di quei bassi scrittori, ma non nuoce alla purità. Il numero e l'armonia è diversissimo ﻿ 2795 in questi scrittori da quel ch'egli è negli antichi, ma ciò non solo per la negligenza di quelli, bensì ancora per la diversa pronunzia introdotta appoco appoco nella lingua greca, massimamente estendendosi ella a tanti e sì diversi e tra se lontani paesi, e subentrando a sì diverse favelle, o prendendo luogo accanto ad esse e in compagnia di esse, o in mezzo ad esse: giacchè bisogna considerare che la più parte degli scrittori greci dal 3. secolo in poi, non furono greci di nazione, o certo non furono greci di paese, ma Asiatici ec., e greci solamente di lingua, e questo ancora non sempre dalla nascita, ma per istudio, come p. e. Porfirio, della cui lingua patria, vedi la Vita di Plotino, capo 17. e l'Holstenio de Vita et scriptis Porphyrii cap. 2. (17. Giugno. 1823.). {V. p. 2827.}"
p2793_2,Fabric.,PER,239,246,"[2793,2] Gli scrittori greci de' secoli medii e bassi, cioè dal terzo inclusive in poi, sono pieni d'improprietà di lingua (com'è quella di Coricio sofista del sesto secolo nell'Orazione εἰς Σοῦμμον στρατηλάτην in Summum ducem, §. 11. ap. "," B. G. edit. vet. vol. 8. p. 869. lib. 5. cap. 31. di usare la voce δικαστής in vece di κριτής o di μάρτυς), pieni di frasi strane quanto alla lingua, pieni di solecismi, e di mille contravvenzioni alle antiche regole della sintassi e grammatica greca, ma non hanno barbarismi. La loro lingua per tutto ciò che appartiene all'eleganza, è diversissima da quella degli antichi scrittori: ma per tutto il resto è la stessa. Si può dir ch'essi ignorino il buon uso della lingua che scrivono, che non la sappiano adoperare; ma la lingua che scrivono è quella degli antichi: quella che gli antichi scrissero ﻿ 2794 bene, essi la scrivono male. Molte {loro} parole che non si trovano negli antichi, sono però cavate dal fondo della lingua greca o per derivazione o per composizione ec.; rade volte ripugnano all'indole d'essa lingua, e per esser chiamate buone, greche, pure e di buona lega, non manca loro se non la sanzione dell'antichità. In somma il grecismo di questi scrittori è per lo più cattivo o pessimo, ma la loro lingua è pura. Le voci e frasi poetiche versate a due mani nelle prose, le voci o frasi antiquate, le metafore o strane affatto e barbare, o poetiche, non offendono la purità della lingua, ed appartengono piuttosto al conto dello stile. Il periodo di questi scrittori, il giro della dicitura, per lo più rotto, slegato, saltellante, ineguale, ovvero intralciato, duro, aspro, monotono, e lontanissimo dalla semplicità e dalla maestà dell'antica elocuzione greca, appartiene certo in gran parte alla lingua, al cui genio è contrarissima la struttura dell'orazione di quei bassi scrittori, ma non nuoce alla purità. Il numero e l'armonia è diversissimo ﻿ 2795 in questi scrittori da quel ch'egli è negli antichi, ma ciò non solo per la negligenza di quelli, bensì ancora per la diversa pronunzia introdotta appoco appoco nella lingua greca, massimamente estendendosi ella a tanti e sì diversi e tra se lontani paesi, e subentrando a sì diverse favelle, o prendendo luogo accanto ad esse e in compagnia di esse, o in mezzo ad esse: giacchè bisogna considerare che la più parte degli scrittori greci dal 3. secolo in poi, non furono greci di nazione, o certo non furono greci di paese, ma Asiatici ec., e greci solamente di lingua, e questo ancora non sempre dalla nascita, ma per istudio, come p. e. Porfirio, della cui lingua patria, vedi la Vita di Plotino, capo 17. e l'Holstenio de Vita et scriptis Porphyrii cap. 2. (17. Giugno. 1823.). {V. p. 2827.}"
p2793_2,B. G.,PER,247,252,"[2793,2] Gli scrittori greci de' secoli medii e bassi, cioè dal terzo inclusive in poi, sono pieni d'improprietà di lingua (com'è quella di Coricio sofista del sesto secolo nell'Orazione εἰς Σοῦμμον στρατηλάτην in Summum ducem, §. 11. ap. Fabric. "," edit. vet. vol. 8. p. 869. lib. 5. cap. 31. di usare la voce δικαστής in vece di κριτής o di μάρτυς), pieni di frasi strane quanto alla lingua, pieni di solecismi, e di mille contravvenzioni alle antiche regole della sintassi e grammatica greca, ma non hanno barbarismi. La loro lingua per tutto ciò che appartiene all'eleganza, è diversissima da quella degli antichi scrittori: ma per tutto il resto è la stessa. Si può dir ch'essi ignorino il buon uso della lingua che scrivono, che non la sappiano adoperare; ma la lingua che scrivono è quella degli antichi: quella che gli antichi scrissero ﻿ 2794 bene, essi la scrivono male. Molte {loro} parole che non si trovano negli antichi, sono però cavate dal fondo della lingua greca o per derivazione o per composizione ec.; rade volte ripugnano all'indole d'essa lingua, e per esser chiamate buone, greche, pure e di buona lega, non manca loro se non la sanzione dell'antichità. In somma il grecismo di questi scrittori è per lo più cattivo o pessimo, ma la loro lingua è pura. Le voci e frasi poetiche versate a due mani nelle prose, le voci o frasi antiquate, le metafore o strane affatto e barbare, o poetiche, non offendono la purità della lingua, ed appartengono piuttosto al conto dello stile. Il periodo di questi scrittori, il giro della dicitura, per lo più rotto, slegato, saltellante, ineguale, ovvero intralciato, duro, aspro, monotono, e lontanissimo dalla semplicità e dalla maestà dell'antica elocuzione greca, appartiene certo in gran parte alla lingua, al cui genio è contrarissima la struttura dell'orazione di quei bassi scrittori, ma non nuoce alla purità. Il numero e l'armonia è diversissimo ﻿ 2795 in questi scrittori da quel ch'egli è negli antichi, ma ciò non solo per la negligenza di quelli, bensì ancora per la diversa pronunzia introdotta appoco appoco nella lingua greca, massimamente estendendosi ella a tanti e sì diversi e tra se lontani paesi, e subentrando a sì diverse favelle, o prendendo luogo accanto ad esse e in compagnia di esse, o in mezzo ad esse: giacchè bisogna considerare che la più parte degli scrittori greci dal 3. secolo in poi, non furono greci di nazione, o certo non furono greci di paese, ma Asiatici ec., e greci solamente di lingua, e questo ancora non sempre dalla nascita, ma per istudio, come p. e. Porfirio, della cui lingua patria, vedi la Vita di Plotino, capo 17. e l'Holstenio de Vita et scriptis Porphyrii cap. 2. (17. Giugno. 1823.). {V. p. 2827.}"
p2793_2,Holstenio,PER,2635,2644,"[2793,2] Gli scrittori greci de' secoli medii e bassi, cioè dal terzo inclusive in poi, sono pieni d'improprietà di lingua (com'è quella di Coricio sofista del sesto secolo nell'Orazione εἰς Σοῦμμον στρατηλάτην in Summum ducem, §. 11. ap. Fabric. B. G. edit. vet. vol. 8. p. 869. lib. 5. cap. 31. di usare la voce δικαστής in vece di κριτής o di μάρτυς), pieni di frasi strane quanto alla lingua, pieni di solecismi, e di mille contravvenzioni alle antiche regole della sintassi e grammatica greca, ma non hanno barbarismi. La loro lingua per tutto ciò che appartiene all'eleganza, è diversissima da quella degli antichi scrittori: ma per tutto il resto è la stessa. Si può dir ch'essi ignorino il buon uso della lingua che scrivono, che non la sappiano adoperare; ma la lingua che scrivono è quella degli antichi: quella che gli antichi scrissero ﻿ 2794 bene, essi la scrivono male. Molte {loro} parole che non si trovano negli antichi, sono però cavate dal fondo della lingua greca o per derivazione o per composizione ec.; rade volte ripugnano all'indole d'essa lingua, e per esser chiamate buone, greche, pure e di buona lega, non manca loro se non la sanzione dell'antichità. In somma il grecismo di questi scrittori è per lo più cattivo o pessimo, ma la loro lingua è pura. Le voci e frasi poetiche versate a due mani nelle prose, le voci o frasi antiquate, le metafore o strane affatto e barbare, o poetiche, non offendono la purità della lingua, ed appartengono piuttosto al conto dello stile. Il periodo di questi scrittori, il giro della dicitura, per lo più rotto, slegato, saltellante, ineguale, ovvero intralciato, duro, aspro, monotono, e lontanissimo dalla semplicità e dalla maestà dell'antica elocuzione greca, appartiene certo in gran parte alla lingua, al cui genio è contrarissima la struttura dell'orazione di quei bassi scrittori, ma non nuoce alla purità. Il numero e l'armonia è diversissimo ﻿ 2795 in questi scrittori da quel ch'egli è negli antichi, ma ciò non solo per la negligenza di quelli, bensì ancora per la diversa pronunzia introdotta appoco appoco nella lingua greca, massimamente estendendosi ella a tanti e sì diversi e tra se lontani paesi, e subentrando a sì diverse favelle, o prendendo luogo accanto ad esse e in compagnia di esse, o in mezzo ad esse: giacchè bisogna considerare che la più parte degli scrittori greci dal 3. secolo in poi, non furono greci di nazione, o certo non furono greci di paese, ma Asiatici ec., e greci solamente di lingua, e questo ancora non sempre dalla nascita, ma per istudio, come p. e. Porfirio, della cui lingua patria, vedi la Vita di Plotino, capo 17. e l'", de Vita et scriptis Porphyrii cap. 2. (17. Giugno. 1823.). {V. p. 2827.}
p2739_1,Forcell.,PER,54,62,"[2739,1] Opra sincope di opera si trova in Ennio (ap. "," v. opera, fin.), come nei nostri poeti opra e ﻿ 2740 oprare e adoprare ec. Tan alla spagnuola per tam nel cod. antichissimo di Cic., de Repub. l. 1. c. 9. p. 26. ed. Rom. 1822. dove vedi la nota del Mai. (3 Giugno. 1823.)."
p2739_1,Cic.,PER,190,194,"[2739,1] Opra sincope di opera si trova in Ennio (ap. Forcell. v. opera, fin.), come nei nostri poeti opra e ﻿ 2740 oprare e adoprare ec. Tan alla spagnuola per tam nel cod. antichissimo di ",", de Repub. l. 1. c. 9. p. 26. ed. Rom. 1822. dove vedi la nota del Mai. (3 Giugno. 1823.)."
p2757_1,Cassiod.,PER,278,286,"[2757,1] ﻿ 2757 Ritenere per ricordarsi o tenere a mente (v. la Crusca in ritenere §. 7.) onde ritenitiva e retentiva per memoria, viene dal latino. V. Forcellini in Retinere fine. Aggiungi Cassiodoro De artibus ac disciplinis liberalium litterarum. Cap. 5. cioè de Musica opp. "," ed. Venet. 1729. t. 2. p. 557. col. 2. (la detta opera s'intitola più comunemente de septem disciplinis). Apud Latinos autem magnificus vir Albinus librum de hac re * (de Musica), compendiosa brevitate conscripsit; quem in bibliotheca Romae nos habuisse, atque studiose legisse retinemus. * Vedi ancora il Forcell. in Retinentia. Il Glossario non ha niente in proposito. (6. Giugno. 1823.)."
p2757_1,Forcell.,PER,593,601,"[2757,1] ﻿ 2757 Ritenere per ricordarsi o tenere a mente (v. la Crusca in ritenere §. 7.) onde ritenitiva e retentiva per memoria, viene dal latino. V. Forcellini in Retinere fine. Aggiungi Cassiodoro De artibus ac disciplinis liberalium litterarum. Cap. 5. cioè de Musica opp. Cassiod. ed. Venet. 1729. t. 2. p. 557. col. 2. (la detta opera s'intitola più comunemente de septem disciplinis). Apud Latinos autem magnificus vir Albinus librum de hac re * (de Musica), compendiosa brevitate conscripsit; quem in bibliotheca Romae nos habuisse, atque studiose legisse retinemus. * Vedi ancora il ", in Retinentia. Il Glossario non ha niente in proposito. (6. Giugno. 1823.).
p2796_1,Procopium,PER,552,561,"[2796,1] Καὶ μοι δοκεῖ, εἴ τις τῶν ϑεῶν πάντας ἀνϑρώπους εἰς ἕνα που χῶρον συναγαγών, ἕκαστον ἀπαιτήσει τὴν ἑαυτοῦ διηγήσασϑαι τύχην, εἶτα πάντων εἰπόντων, ἑκάστου πύϑοιτο πάλιν, ποίαν ἔχειν ἕλοιτο; πάντας ἂν ἀποροῦντας σιγῆσαι μηδένα ζηλωτὸν ϑεωμένους. ᾽Eντεῦϑεν ἄρα τινές, Tραύσους οἶμαι τὸ γένος * (nationem hanc) προσαγορεύουσι, τικτομένου μέν τινος ὠλοϕύροντο σκοποῦντες, εἰς ὀσα ἦλϑε κακά, ἀπιόντος δὲ πανήγυριν * (festum) ἦγον, ὅσων ἠλευϑέρωται δυσχερῶν ἐννοόυμενοι. * Χορικίου Σοϕιστοῦ ᾽Eπιτάϕιος ἐπὶ Προκοπίῳ Σοϕιστῇ Γάζης. Oratio funebris in ", Sophistam-Gazaeum (§. 35. p. {{859.}}) primum edita gr. et lat. a Fabric. in B. G. edit. vet. t. 8. p. 841-63. lib. 5. c. 31. (19. Giugno 1823).
p2796_1,Sophistam-Gazaeum,PER,562,579,"[2796,1] Καὶ μοι δοκεῖ, εἴ τις τῶν ϑεῶν πάντας ἀνϑρώπους εἰς ἕνα που χῶρον συναγαγών, ἕκαστον ἀπαιτήσει τὴν ἑαυτοῦ διηγήσασϑαι τύχην, εἶτα πάντων εἰπόντων, ἑκάστου πύϑοιτο πάλιν, ποίαν ἔχειν ἕλοιτο; πάντας ἂν ἀποροῦντας σιγῆσαι μηδένα ζηλωτὸν ϑεωμένους. ᾽Eντεῦϑεν ἄρα τινές, Tραύσους οἶμαι τὸ γένος * (nationem hanc) προσαγορεύουσι, τικτομένου μέν τινος ὠλοϕύροντο σκοποῦντες, εἰς ὀσα ἦλϑε κακά, ἀπιόντος δὲ πανήγυριν * (festum) ἦγον, ὅσων ἠλευϑέρωται δυσχερῶν ἐννοόυμενοι. * Χορικίου Σοϕιστοῦ ᾽Eπιτάϕιος ἐπὶ Προκοπίῳ Σοϕιστῇ Γάζης. Oratio funebris in Procopium ", (§. 35. p. {{859.}}) primum edita gr. et lat. a Fabric. in B. G. edit. vet. t. 8. p. 841-63. lib. 5. c. 31. (19. Giugno 1823).
